"범죄별","기간별","기관별","항목","단위","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년",
"상해","20일 이내","검찰","범죄사건 처리 기간[명]","명","11928","11045","11973","9960","9979","12551","13852","13416","","","","",
"상해","1개월 이내","경찰","범죄사건 처리 기간[명]","명","7056","7244","7934","7818","9027","11626","11227","11264","","","","",
"상해","1개월 이내","검찰","범죄사건 처리 기간[명]","명","5855","6612","9065","11378","12948","18111","18937","19222","","","","",
"상해","2개월 이내","경찰","범죄사건 처리 기간[명]","명","4346","4485","4769","5304","5582","6867","8218","7867","","","","",
"상해","2개월 이내","검찰","범죄사건 처리 기간[명]","명","1050","1512","1058","1360","2003","1673","971","675","","","","",
"상해","3개월 이내","경찰","범죄사건 처리 기간[명]","명","1213","1139","1534","1832","2134","2480","3070","2861","","","","",
"상해","3개월 이내","검찰","범죄사건 처리 기간[명]","명","848","1332","596","657","847","903","625","454","","","","",
"상해","6개월 이내","경찰","범죄사건 처리 기간[명]","명","279","346","494","610","790","882","785","913","","","","",
"상해","6개월 이내","검찰","범죄사건 처리 기간[명]","명","161","276","257","219","291","236","213","162","","","","",
"상해","6개월 초과","경찰","범죄사건 처리 기간[명]","명","105","104","235","258","161","224","186","234","","","","",
"상해","6개월 초과","검찰","범죄사건 처리 기간[명]","명","169","26","22","6","5","10","3","7","","","","",
"협박","계","합계","범죄사건 처리 기간[명]","명","1425","1410","1592","1668","1818","2761","2842","3519","","","","",
"협박","계","경찰","범죄사건 처리 기간[명]","명","667","655","754","794","855","1309","1324","1641","","","","",
"협박","계","검찰","범죄사건 처리 기간[명]","명","758","755","838","874","963","1452","1518","1878","","","","",
"협박","10일 이내","경찰","범죄사건 처리 기간[명]","명","115","99","108","129","176","181","213","267","","","","",
"협박","10일 이내","검찰","범죄사건 처리 기간[명]","명","290","298","284","254","330","401","406","532","","","","",
"협박","20일 이내","경찰","범죄사건 처리 기간[명]","명","98","52","70","56","65","103","130","137","","","","",
"협박","20일 이내","검찰","범죄사건 처리 기간[명]","명","192","155","258","261","232","361","386","497","","","","",
"협박","1개월 이내","경찰","범죄사건 처리 기간[명]","명","173","177","210","222","193","355","292","387","","","","",
"협박","1개월 이내","검찰","범죄사건 처리 기간[명]","명","111","131","152","241","272","510","570","724","","","","",
"협박","2개월 이내","경찰","범죄사건 처리 기간[명]","명","171","223","218","246","228","353","377","412","","","","",
"협박","2개월 이내","검찰","범죄사건 처리 기간[명]","명","64","65","66","60","64","77","76","47","","","","",
"협박","3개월 이내","경찰","범죄사건 처리 기간[명]","명","90","73","100","90","124","199","208","296","","","","",
"협박","3개월 이내","검찰","범죄사건 처리 기간[명]","명","61","65","43","35","36","69","65","51","","","","",
"협박","6개월 이내","경찰","범죄사건 처리 기간[명]","명","16","27","39","34","61","82","82","125","","","","",
"협박","6개월 이내","검찰","범죄사건 처리 기간[명]","명","37","37","34","23","29","34","14","27","","","","",
"협박","6개월 초과","경찰","범죄사건 처리 기간[명]","명","4","4","9","17","8","36","22","17","","","","",
"협박","6개월 초과","검찰","범죄사건 처리 기간[명]","명","3","4","1","","","","1","","","","","",
"공갈","계","합계","범죄사건 처리 기간[명]","명","2138","2895","3007","2843","2739","2856","2803","3636","","","","",
"공갈","계","경찰","범죄사건 처리 기간[명]","명","993","1359","1383","1321","1222","1267","1258","1690","","","","",
"공갈","계","검찰","범죄사건 처리 기간[명]","명","1145","1536","1624","1522","1517","1589","1545","1946","","","","",
"공갈","10일 이내","경찰","범죄사건 처리 기간[명]","명","430","672","568","501","493","483","437","591","","","","",
"공갈","10일 이내","검찰","범죄사건 처리 기간[명]","명","550","788","667","537","600","471","418","540","","","","",
"공갈","20일 이내","경찰","범죄사건 처리 기간[명]","명","124","161","195","162","131","149","161","204","","","","",
"공갈","20일 이내","검찰","범죄사건 처리 기간[명]","명","287","312","459","377","329","352","370","439","","","","",
"공갈","1개월 이내","경찰","범죄사건 처리 기간[명]","명","172","257","246","287","248","237","238","344","","","","",
"공갈","1개월 이내","검찰","범죄사건 처리 기간[명]","명","132","208","329","456","432","602","641","796","","","","",
"공갈","2개월 이내","경찰","범죄사건 처리 기간[명]","명","159","165","243","228","174","215","241","263","","","","",
"공갈","2개월 이내","검찰","범죄사건 처리 기간[명]","명","56","72","57","53","70","67","49","46","","","","",
"공갈","3개월 이내","경찰","범죄사건 처리 기간[명]","명","71","72","84","86","117","115","121","200","","","","",
