"범죄별","기간별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"강간","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","1093","1163","1379","1573","2020","1810","1595","2959","","","","","","","","","","","",
"강간","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","1942","1579","1821","2170","2280","1953","2159","3460","","","","","","","","","","","",
"성폭력","계","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","29863","31063","29357","32824","32104","32029","30105","32898","41433","38698","36180",
"성폭력","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","5781","5783","5360","6051","4908","4354","3413","3301","3883","8746","8299",
"성폭력","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","1526","1543","1575","1684","1327","1145","818","585","619","1642","1550",
"성폭력","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","2123","2163","2186","2330","1953","1706","1330","1076","1134","1517","1451",
"성폭력","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","1584","1461","1499","1466","1549","1588","1400","1420","1756","1824","1709",
"성폭력","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","1230","1168","1173","1236","1301","1417","1301","1652","2271","3432","3561",
"성폭력","2일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","1359","1438","1433","1583","1544","1642","1517","1594","2010","1809","1628",
"성폭력","5일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","2294","2546","2902","3221","3195","3311","3227","3264","4182","3230","2833",
"성폭력","10일 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","2155","2348","2476","2881","2899","3183","3087","3336","4185","2846","2602",
"성폭력","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","3636","4038","4032","4721","4914","5288","5347","6180","8081","4490","4125",
"성폭력","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","3980","3786","3094","3568","3675","3869","4012","5060","7008","3857","3335",
"성폭력","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","4195","4789","3627","4083","4839","4526","4653","5430","6304","5305","5087",
"강력범죄(폭력)","계","범죄발생부터 인지까지의 기간[건]","건","251190","255459","261852","269734","239008","248247","251379","235863","233655","248707","251889","238789","233392","232316","210241","180460","190870","182621","174201",
"강력범죄(폭력)","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","112709","111624","107036","103411","86187","91518","87251","74952","67740","65210","61098","55382","48929","43333","35620","27933","27475","112617","104648",
"강력범죄(폭력)","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","12707","13932","14917","15941","17729","24473","25254","24692","23289","22806","21255","17062","13384","11190","7670","5319","4964","10511","9289",
"강력범죄(폭력)","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","11247","11781","12713","13451","16582","21973","23213","23735","22840","23814","22520","18996","16664","15005","11029","7919","7869","6891","6305",
"강력범죄(폭력)","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","10615","11034","12146","12571","11154","11805","12023","11842","11438","12453","12901","11399","11632","11394","9548","7729","8280","5861","4939",
"강력범죄(폭력)","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","12713","12592","14001","14364","9387","8475","8783","8291","7858","8541","8568","8166","8316","8570","7799","7101","7484","10932","10460",
"강력범죄(폭력)","2일 이내","범죄발생부터 인지까지의 기간[건]","건","9448","9212","9862","10241","9495","10316","11404","11308","10981","12843","13597","13220","12294","12189","10958","8569","8376","4636","5073",
"강력범죄(폭력)","5일 이내","범죄발생부터 인지까지의 기간[건]","건","18138","18494","19260","20285","18852","18651","22507","22830","23574","26828","30401","31611","31121","31701","28217","21961","21385","6865","7539",
"강력범죄(폭력)","10일 이내","범죄발생부터 인지까지의 기간[건]","건","14957","15622","16949","17358","16469","15558","17589","17780","18974","21682","25094","25924","27251","28930","28109","23865","24338","5333","5722",
"강력범죄(폭력)","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","20346","21690","23582","25887","23978","21264","20061","20170","23451","28562","31097","32361","36324","40148","40161","38326","42889","7150","7770",
"강력범죄(폭력)","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","14606","15491","16978","19108","17343","14806","13092","11491","13858","15771","15974","16079","18569","20269","21151","22093","26404","4265","4991",
"강력범죄(폭력)","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","13704","13987","14408","17117","11832","9408","10202","8772","9652","10197","9384","8589","8908","9587","9979","9645","11406","7560","7465",
"폭행","계","범죄발생부터 인지까지의 기간[건]","건","64235","97598","107947","115524","109580","123304","128110","126516","146625","161636","172071","165498","164500","161915","143600","119515","129278","123153","118779",
"폭행","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","33721","50348","51368","53103","46503","52291","51521","46090","47993","47285","45768","41822","37250","32148","26002","19356","19217","85730","80258",
"폭행","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","4067","6262","7417","8497","10466","15530","16221","16556","17846","17796","17064","13841","10877","8930","5933","3909","3631","7416","6614",
"폭행","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","3308","4874","5614","6392","8713","12201","13058","14110","16218","17382","17023","14632","12816","11293","8042","5576","5492","4473","4155",
"폭행","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","2934","4510","5474","5860","5571","5941","6373","6446","7507","8460","9062","8128","8219","7909","6435","4784","5175","3076","2736",
"폭행","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","3422","5055","6113","6497","4200","3724","3965","3987","4596","5124","5443","5304","5366","5423","4862","4269","4430","5800","5626",
"폭행","2일 이내","범죄발생부터 인지까지의 기간[건]","건","2112","3087","3790","4206","3838","4438","5247","5586","6578","8093","9257","9157","8647","8523","7638","5649","5521","2544","2925",
"폭행","5일 이내","범죄발생부터 인지까지의 기간[건]","건","4134","6478","7405","8388","8224","8248","10599","11404","14240","17315","21164","22506","22914","23343","20543","15514","15450","3659","4254",
"폭행","10일 이내","범죄발생부터 인지까지의 기간[건]","건","3125","4884","6211","6501","6671","6592","7652","8304","10774","13192","16579","17726","19434","20780","20010","16869","17500","2539","2965",
"폭행","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","3571","5940","7327","8224","8320","7774","7290","8022","12004","16142","19012","20611","24271","27272","27233","25881","30190","2958","3607",
"폭행","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","2272","3618","4411","5029","5012","4631","4113","3974","6072","7701","8486","8857","11195","12320","12933","13567","17184","1889","2303",
"폭행","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","1569","2542","2817","2827","2062","1934","2071","2037","2797","3146","3213","2914","3511","3974","3969","4141","5488","3069","3336",
"상해","계","범죄발생부터 인지까지의 기간[건]","건","79542","93178","86924","82686","70785","67719","63242","56652","65840","62700","55761","49376","43666","40306","36022","30862","29254","24800","21230",
"상해","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","33481","37351","32295","28537","22290","21431","18959","15233","16097","13919","11404","9777","7941","6908","5679","4599","4291","13908","11475",
"상해","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","3610","4531","4227","4084","4011","4809","4713","4231","4462","3910","3122","2292","1625","1312","962","767","645","1173","943",
"상해","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","3235","3971","3872","3647","3902","4765","4683","4304","5165","4657","3859","2859","2386","2040","1530","1110","1009","916","703",
"상해","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","3298","3938","3866","3803","3012","2940","2732","2578","2915","2824","2630","2176","2089","1954","1612","1374","1324","903","662",
"상해","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","4027","4572","4532","4379","2896","2516","2475","2233","2402","2313","2042","1775","1747","1692","1455","1322","1258","1663","1417",
"상해","2일 이내","범죄발생부터 인지까지의 기간[건]","건","3130","3792","3542","3478","3278","3267","3379","3235","3531","3582","3151","2877","2380","2119","1878","1533","1379","735","747",
"상해","5일 이내","범죄발생부터 인지까지의 기간[건]","건","6247","7521","7309","7289","6341","6384","6816","6584","7628","7426","6996","6777","5818","5338","4704","3641","3151","1314","1246",
