"죄종별","항목","단위","1990 년","1991 년","1992 년","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년",
"양곡관리법","성년(여)[명]","명","5","4","4","3","","","1","","1","","","","","","","","","","","","",
"어선법","발생건수[건]","건","","3","1","1","","","","","","","","","","","","","","","","","",
"어선법","검거건수[건]","건","3","5","1","2","","","","","","","","","","","","","","","","","",
"어선법","검거율[%]","%","","166.7","100","200","","","","","","","","","","","","","","","","","",
"어선법","검거인원(계)[명]","명","","2","3","2","","","","","","","","","","","","","","","","","",
"어선법","검거인원(남)[명]","명","","2","2","2","","","","","","","","","","","","","","","","","",
"어선법","검거인원(여)[명]","명","","","1","","","","","","","","","","","","","","","","","","",
"어선법","성년(계)[명]","명","","2","3","2","","","","","","","","","","","","","","","","","",
"어선법","성년(남)[명]","명","","2","2","2","","","","","","","","","","","","","","","","","",
"어선법","성년(여)[명]","명","","","1","","","","","","","","","","","","","","","","","","",
"어업자원보호","발생건수[건]","건","","","","","","1","","","","","","","","","","","","","","","",
"어업자원보호","검거건수[건]","건","","","","","","1","","","","","","","","","","","","","","","",
"어업자원보호","검거율[%]","%","","","","","-","100","-","-","-","-","-","-","-","-","","","","","","","",
"어업자원보호법","검거율[%]","%","","","","","","","","","","","","","","","-","-","-","-","-","-","-",
"에너지이용합리화법","발생건수[건]","건","9","13","7","24","","","","","","","","","","","","","","","","","",
"에너지이용합리화법","검거건수[건]","건","8","12","7","23","","","","","","","","","","","","","","","","","",
"에너지이용합리화법","검거율[%]","%","88.9","92.3","100","95.8","","","","","","","","","","","","","","","","","",
"에너지이용합리화법","검거인원(계)[명]","명","10","19","10","23","","","","","","","","","","","","","","","","","",
"에너지이용합리화법","검거인원(남)[명]","명","8","18","10","22","","","","","","","","","","","","","","","","","",
"에너지이용합리화법","검거인원(여)[명]","명","2","1","","1","","","","","","","","","","","","","","","","","",
"에너지이용합리화법","성년(계)[명]","명","10","16","9","23","","","","","","","","","","","","","","","","","",
"에너지이용합리화법","성년(남)[명]","명","8","15","9","22","","","","","","","","","","","","","","","","","",
"에너지이용합리화법","성년(여)[명]","명","2","1","","1","","","","","","","","","","","","","","","","","",
"에너지이용합리화법","미성년(계)[명]","명","","3","1","","","","","","","","","","","","","","","","","","",
"에너지이용합리화법","미성년(남)[명]","명","","3","1","","","","","","","","","","","","","","","","","","",
"여객자동차운수사업법","발생건수[건]","건","","","","","","","","","","","","","","","50","69","81","90","87","105","68",
"여객자동차운수사업법","검거건수[건]","건","","","","","","","","","","","","","","","50","73","80","96","83","120","81",
"여객자동차운수사업법","검거율[%]","%","","","","","","","","","","","","","","","100","105.8","98.8","106.7","95.4","114.3","119.1",
"여객자동차운수사업법","검거인원(계)[명]","명","","","","","","","","","","","","","","","72","109","145","174","131","275","155",
"여객자동차운수사업법","검거인원(남)[명]","명","","","","","","","","","","","","","","","68","107","135","165","122","259","144",
"여객자동차운수사업법","검거인원(여)[명]","명","","","","","","","","","","","","","","","4","2","10","9","9","16","11",
"여객자동차운수사업법","성년(계)[명]","명","","","","","","","","","","","","","","","72","109","145","174","131","275","155",
"여객자동차운수사업법","성년(남)[명]","명","","","","","","","","","","","","","","","68","107","135","165","122","259","144",
"여객자동차운수사업법","성년(여)[명]","명","","","","","","","","","","","","","","","4","2","10","9","9","16","11",
"여객자동차운수사업법","법인체[개]","개","","","","","","","","","","","","","","","2","32","22","27","19","16","14",
"여권법","발생건수[건]","건","174","71","18","12","7","7","20","18","8","14","36","71","35","41","40","41","29","25","17","17","12",
"여권법","검거건수[건]","건","176","67","17","13","8","4","12","6","9","14","31","59","29","27","31","29","18","16","13","7","6",
"여권법","검거율[%]","%","101.1","94.4","94.4","108.3","114.3","57.1","60","33.3","112.5","100","86.1","83.1","82.9","65.9","77.5","70.7","62.1","64","76.5","41.2","50",
"여권법","검거인원(계)[명]","명","295","73","13","25","14","5","15","8","8","26","32","106","52","50","75","94","28","24","18","19","36",
"여권법","검거인원(남)[명]","명","185","45","9","21","12","4","10","2","4","13","21","71","35","26","40","50","19","12","11","15","33",
"여권법","검거인원(여)[명]","명","110","28","4","4","2","1","5","6","4","13","11","35","17","24","35","44","9","12","7","4","3",
"여권법","성년(계)[명]","명","293","72","13","22","14","5","15","8","7","26","32","104","52","49","75","94","28","24","18","19","36",
"여권법","성년(남)[명]","명","184","45","9","18","12","4","10","2","4","13","21","70","35","26","40","50","19","12","11","15","33",
"여권법","성년(여)[명]","명","109","27","4","4","2","1","5","6","3","13","11","34","17","23","35","44","9","12","7","4","3",
"여권법","미성년(계)[명]","명","2","1","","3","","","","","1","","","2","","1","","","","","","","",
"여권법","미성년(남)[명]","명","1","","","3","","","","","","","","1","","","","","","","","","",
"여권법","미성년(여)[명]","명","1","1","","","","","","","1","","","1","","1","","","","","","","",
"여신전문금융업법위반","발생건수[건]","건","","","","","","","","675","586","349","440","666","1138","1142","1079","698","852","743","671","854","812",
"여신전문금융업법위반","검거건수[건]","건","","","","","","","","601","552","341","334","546","1009","979","850","545","506","595","483","546","512",
"여신전문금융업법위반","검거율[%]","%","","","","","","","","89","94.2","97.7","75.9","82","88.7","85.7","78.8","78.1","59.4","80.1","72","63.9","63.1",
"여신전문금융업법위반","검거인원(계)[명]","명","","","","","","","","823","821","516","544","791","1692","1551","1799","1153","1157","1202","1137","1274","1231",
"여신전문금융업법위반","검거인원(남)[명]","명","","","","","","","","576","549","352","387","576","1215","1236","1370","886","893","839","913","1005","1024",
"여신전문금융업법위반","검거인원(여)[명]","명","","","","","","","","247","272","164","157","215","477","315","429","267","264","363","224","269","207",
"여신전문금융업법위반","성년(계)[명]","명","","","","","","","","782","778","503","525","741","1667","1534","1777","1147","1149","1182","1118","1249","1194",
"여신전문금융업법위반","성년(남)[명]","명","","","","","","","","544","512","343","376","536","1199","1222","1351","882","887","830","904","991","1002",
"여신전문금융업법위반","성년(여)[명]","명","","","","","","","","238","266","160","149","205","468","312","426","265","262","352","214","258","192",
"여신전문금융업법위반","미성년(계)[명]","명","","","","","","","","41","43","13","19","50","25","17","22","6","8","20","19","25","37",
"여신전문금융업법위반","미성년(남)[명]","명","","","","","","","","32","37","9","11","40","16","14","19","4","6","9","9","14","22",
"여신전문금융업법위반","미성년(여)[명]","명","","","","","","","","9","6","4","8","10","9","3","3","2","2","11","10","11","15",
"여신전문금융업법위반","법인체[개]","개","","","","","","","","8","9","3","5","8","92","94","101","65","80","63","89","36","35",
"영해 및 접속수역법","검거율[%]","%","","","","","","","","","","","","","","","-","-","-","-","-","-","-",
"영화 및 비디오물의 진흥에 관한 법률","발생건수[건]","건","","","","","","","","","","","","","","","","","7","157","85","113","69",
"영화 및 비디오물의 진흥에 관한 법률","검거건수[건]","건","","","","","","","","","","","","","","","","","7","159","83","110","65",
"영화 및 비디오물의 진흥에 관한 법률","검거율[%]","%","","","","","","","","","","","","","","","","","100","101.3","97.6","97.3","94.2",
"영화 및 비디오물의 진흥에 관한 법률","검거인원(계)[명]","명","","","","","","","","","","","","","","","","","7","179","96","126","77",
"영화 및 비디오물의 진흥에 관한 법률","검거인원(남)[명]","명","","","","","","","","","","","","","","","","","7","158","88","118","74",
"영화 및 비디오물의 진흥에 관한 법률","검거인원(여)[명]","명","","","","","","","","","","","","","","","","","","21","8","8","3",
"영화 및 비디오물의 진흥에 관한 법률","성년(계)[명]","명","","","","","","","","","","","","","","","","","7","179","96","125","77",
"영화 및 비디오물의 진흥에 관한 법률","성년(남)[명]","명","","","","","","","","","","","","","","","","","7","158","88","118","74",
"영화 및 비디오물의 진흥에 관한 법률","성년(여)[명]","명","","","","","","","","","","","","","","","","","","21","8","7","3",
"영화 및 비디오물의 진흥에 관한 법률","미성년(계)[명]","명","","","","","","","","","","","","","","","","","","","","1","",
"영화 및 비디오물의 진흥에 관한 법률","미성년(여)[명]","명","","","","","","","","","","","","","","","","","","","","1","",
"영화 및 비디오물의 진흥에 관한 법률","법인체[개]","개","","","","","","","","","","","","","","","","","","1","2","","",
"오물청소법","검거율[%]","%","","","","","-","","-","-","-","-","-","-","-","-","","","","","","","",
"오수·분뇨 및 축산 폐수처리법","발생건수[건]","건","","","10","6","","","","","","","","","","","","","","","","","",
"오수·분뇨 및 축산 폐수처리법","검거건수[건]","건","","","11","6","","","","","","","","","","","","","","","","","",
"오수·분뇨 및 축산 폐수처리법","검거율[%]","%","","","110","100","","","","","","","","","","","","","","","","","",
"오수·분뇨 및 축산 폐수처리법","검거인원(계)[명]","명","","","16","6","","","","","","","","","","","","","","","","","",
"오수·분뇨 및 축산 폐수처리법","검거인원(남)[명]","명","","","15","6","","","","","","","","","","","","","","","","","",
"오수·분뇨 및 축산 폐수처리법","검거인원(여)[명]","명","","","1","","","","","","","","","","","","","","","","","","",
"오수·분뇨 및 축산 폐수처리법","성년(계)[명]","명","","","16","6","","","","","","","","","","","","","","","","","",
"오수·분뇨 및 축산 폐수처리법","성년(남)[명]","명","","","15","6","","","","","","","","","","","","","","","","","",
"오수·분뇨 및 축산 폐수처리법","성년(여)[명]","명","","","1","","","","","","","","","","","","","","","","","","",
"오수·분뇨 및 축산폐수의 처리에 관한 법률","발생건수[건]","건","","","","","13","9","17","7","10","7","12","17","12","11","12","3","5","2","","","189",
"오수·분뇨 및 축산폐수의 처리에 관한 법률","검거건수[건]","건","","","","","16","6","16","7","8","7","8","17","12","11","10","5","8","4","","","189",
"오수·분뇨 및 축산폐수의 처리에 관한 법률","검거율[%]","%","","","","","123.1","66.7","94.1","100","80","100","66.7","100","100","100","83.3","166.7","160","200","-","-","100",
"오수·분뇨 및 축산폐수의 처리에 관한 법률","검거인원(계)[명]","명","","","","","19","13","24","9","13","11","12","28","26","13","14","7","9","7","","","320",
"오수·분뇨 및 축산폐수의 처리에 관한 법률","검거인원(남)[명]","명","","","","","17","9","19","8","6","6","7","20","18","12","11","6","8","5","","","231",
"오수·분뇨 및 축산폐수의 처리에 관한 법률","검거인원(여)[명]","명","","","","","2","4","5","1","7","5","5","8","8","1","3","1","1","2","","","89",
"오수·분뇨 및 축산폐수의 처리에 관한 법률","성년(계)[명]","명","","","","","19","13","24","9","13","11","12","28","26","13","14","7","9","7","","","126",
"오수·분뇨 및 축산폐수의 처리에 관한 법률","성년(남)[명]","명","","","","","17","9","19","8","6","6","7","20","18","12","11","6","8","5","","","112",
"오수·분뇨 및 축산폐수의 처리에 관한 법률","성년(여)[명]","명","","","","","2","4","5","1","7","5","5","8","8","1","3","1","1","2","","","14",
"오수·분뇨 및 축산폐수의 처리에 관한 법률","미성년(계)[명]","명","","","","","","","","","","","","","","","","","","","","","194",
"오수·분뇨 및 축산폐수의 처리에 관한 법률","미성년(남)[명]","명","","","","","","","","","","","","","","","","","","","","","119",
"오수·분뇨 및 축산폐수의 처리에 관한 법률","미성년(여)[명]","명","","","","","","","","","","","","","","","","","","","","","75",
"오수·분뇨 및 축산폐수의 처리에 관한 법률","법인체[개]","개","","","","","1","2","","","1","","","1","","","1","1","1","","","","",
"오존층보호를위한법률위반","발생건수[건]","건","","","","1","","","","","","","","","","","","","","","","","",
"오존층보호를위한법률위반","검거건수[건]","건","","","","1","","","","","","","","","","","","","","","","","",
"오존층보호를위한법률위반","검거율[%]","%","","","-","100","","","","","","","","","","","","","","","","","",
"오존층보호를위한법률위반","검거인원(계)[명]","명","","","1","","","","","","","","","","","","","","","","","","",
"오존층보호를위한법률위반","검거인원(남)[명]","명","","","1","","","","","","","","","","","","","","","","","","",
"오존층보호를위한법률위반","성년(계)[명]","명","","","1","","","","","","","","","","","","","","","","","","",
"오존층보호를위한법률위반","성년(남)[명]","명","","","1","","","","","","","","","","","","","","","","","","",
"옥외광고물등관리법","발생건수[건]","건","","","","","","","","","","","","","","","368","197","306","356","440","386","317",
"옥외광고물등관리법","검거건수[건]","건","","","","","","","","","","","","","","","318","158","260","299","369","325","212",
"옥외광고물등관리법","검거율[%]","%","","","","","","","","","","","","","","","86.4","80.2","85","84","83.9","84.2","66.9",
"옥외광고물등관리법","검거인원(계)[명]","명","","","","","","","","","","","","","","","419","210","337","386","493","419","337",
"옥외광고물등관리법","검거인원(남)[명]","명","","","","","","","","","","","","","","","349","179","291","328","404","352","278",
"옥외광고물등관리법","검거인원(여)[명]","명","","","","","","","","","","","","","","","70","31","46","58","89","67","59",
"옥외광고물등관리법","성년(계)[명]","명","","","","","","","","","","","","","","","419","210","337","386","493","419","334",
"옥외광고물등관리법","성년(남)[명]","명","","","","","","","","","","","","","","","349","179","291","328","404","352","275",
"옥외광고물등관리법","성년(여)[명]","명","","","","","","","","","","","","","","","70","31","46","58","89","67","59",
"옥외광고물등관리법","미성년(계)[명]","명","","","","","","","","","","","","","","","","","","","","","3",
"옥외광고물등관리법","미성년(남)[명]","명","","","","","","","","","","","","","","","","","","","","","3",
"옥외광고물등관리법","법인체[개]","개","","","","","","","","","","","","","","","22","11","10","15","39","27","10",
"외국환거래법","발생건수[건]","건","","","","","","","","","","","","","","","211","336","137","132","592","1037","136",
"외국환거래법","검거건수[건]","건","","","","","","","","","","","","","","","60","58","46","51","455","666","117",
"외국환거래법","검거율[%]","%","","","","","","","","","","","","","","","28.4","17.3","33.6","38.6","76.9","64.2","86",
"외국환거래법","검거인원(계)[명]","명","","","","","","","","","","","","","","","274","552","232","359","770","1305","301",
"외국환거래법","검거인원(남)[명]","명","","","","","","","","","","","","","","","203","327","155","250","481","815","215",
"외국환거래법","검거인원(여)[명]","명","","","","","","","","","","","","","","","71","225","77","109","289","490","86",
"외국환거래법","성년(계)[명]","명","","","","","","","","","","","","","","","274","552","232","358","770","1305","301",
"외국환거래법","성년(남)[명]","명","","","","","","","","","","","","","","","203","327","155","250","481","815","215",
"외국환거래법","성년(여)[명]","명","","","","","","","","","","","","","","","71","225","77","108","289","490","86",
"외국환거래법","미성년(계)[명]","명","","","","","","","","","","","","","","","","","","1","","","",
"외국환거래법","미성년(여)[명]","명","","","","","","","","","","","","","","","","","","1","","","",
"외국환거래법","법인체[개]","개","","","","","","","","","","","","","","","4","16","6","6","43","58","5",
"외국환관리법","발생건수[건]","건","287","520","751","428","","","","","","","","","","","","","","","","","",
"외국환관리법","검거건수[건]","건","297","512","730","410","","","","","","","","","","","","","","","","","",
"외국환관리법","검거율[%]","%","103.5","98.5","97.2","95.8","","","","","","","","","","","","","","","","","",
"외국환관리법","검거인원(계)[명]","명","375","554","750","434","","","","","","","","","","","","","","","","","",
"외국환관리법","검거인원(남)[명]","명","275","362","541","312","","","","","","","","","","","","","","","","","",
"외국환관리법","검거인원(여)[명]","명","100","192","209","122","","","","","","","","","","","","","","","","","",
"외국환관리법","성년(계)[명]","명","375","552","745","434","","","","","","","","","","","","","","","","","",
"외국환관리법","성년(남)[명]","명","275","360","538","312","","","","","","","","","","","","","","","","","",
"외국환관리법","성년(여)[명]","명","100","192","207","122","","","","","","","","","","","","","","","","","",
"외국환관리법","미성년(계)[명]","명","","2","5","","","","","","","","","","","","","","","","","","",
"외국환관리법","미성년(남)[명]","명","","2","3","","","","","","","","","","","","","","","","","","",
"외국환관리법","미성년(여)[명]","명","","","2","","","","","","","","","","","","","","","","","","",
"외환관리법","발생건수[건]","건","","","","","906","368","320","263","279","131","5","3","4","3","","","","","","","",
"외환관리법","검거건수[건]","건","","","","","698","369","328","297","217","116","9","3","4","2","","","","","","","",
"외환관리법","검거율[%]","%","","","","","77","100.3","102.5","112.9","77.8","88.5","180","100","100","66.7","","","","","","","",
"외환관리법","검거인원(계)[명]","명","","","","","738","407","391","342","241","123","7","3","5","11","","","","","","","",
"외환관리법","검거인원(남)[명]","명","","","","","512","275","292","229","159","82","5","2","5","9","","","","","","","",
"외환관리법","검거인원(여)[명]","명","","","","","226","132","99","113","82","41","2","1","","2","","","","","","","",
"외환관리법","성년(계)[명]","명","","","","","736","407","391","342","241","123","7","3","5","11","","","","","","","",
"외환관리법","성년(남)[명]","명","","","","","511","275","292","229","159","82","5","2","5","9","","","","","","","",
"외환관리법","성년(여)[명]","명","","","","","225","132","99","113","82","41","2","1","","2","","","","","","","",
"외환관리법","미성년(계)[명]","명","","","","","2","","","","","","","","","","","","","","","","",
"외환관리법","미성년(남)[명]","명","","","","","1","","","","","","","","","","","","","","","","",
"외환관리법","미성년(여)[명]","명","","","","","1","","","","","","","","","","","","","","","","",
"외환관리법","법인체[개]","개","","","","","2","23","25","12","7","2","","","","","","","","","","","",
"용역경비업법","발생건수[건]","건","","","","","1","4","2","7","5","8","","","","","","","","","","","",
"용역경비업법","검거건수[건]","건","","","","","1","4","1","7","4","8","","","","","","","","","","","",
"용역경비업법","검거율[%]","%","","","","","100","100","50","100","80","100","-","-","-","-","-","-","-","","","","",
"용역경비업법","검거인원(계)[명]","명","","","","","1","4","2","5","8","9","","","","","","","","","","","",
"용역경비업법","검거인원(남)[명]","명","","","","","1","4","2","5","8","8","","","","","","","","","","","",
"용역경비업법","검거인원(여)[명]","명","","","","","","","","","","1","","","","","","","","","","","",
"용역경비업법","성년(계)[명]","명","","","","","1","4","2","5","8","9","","","","","","","","","","","",
"용역경비업법","성년(남)[명]","명","","","","","1","4","2","5","8","8","","","","","","","","","","","",
"용역경비업법","성년(여)[명]","명","","","","","","","","","","1","","","","","","","","","","","",
"용역경비업법","법인체[개]","개","","","","","1","1","","3","","6","","","","","","","","","","","",
"유기장업법","발생건수[건]","건","","","","","2","","","","1","","","","","","","","","","","","",
"유기장업법","검거건수[건]","건","","","","","2","","1","","1","","","","","","","","","","","","",
"유기장업법","검거율[%]","%","","","","","100","","-","-","100","-","-","-","-","-","","","","","","","",
"유기장업법","검거인원(계)[명]","명","","","","","2","","","","1","","","","","","","","","","","","",
"유기장업법","검거인원(남)[명]","명","","","","","2","","","","","","","","","","","","","","","","",
"유기장업법","검거인원(여)[명]","명","","","","","","","","","1","","","","","","","","","","","","",
"유기장업법","성년(계)[명]","명","","","","","2","","","","1","","","","","","","","","","","","",
"유기장업법","성년(남)[명]","명","","","","","2","","","","","","","","","","","","","","","","",
"유기장업법","성년(여)[명]","명","","","","","","","","","1","","","","","","","","","","","","",
"유사수신행위의 규제에 관한 법률","발생건수[건]","건","","","","","","","","","","","","","","","125","152","233","311","436","596","231",
"유사수신행위의 규제에 관한 법률","검거건수[건]","건","","","","","","","","","","","","","","","89","101","188","217","310","428","172",
"유사수신행위의 규제에 관한 법률","검거율[%]","%","","","","","","","","","","","","","","","71.2","66.4","80.7","69.8","71.1","71.8","74.5",
"유사수신행위의 규제에 관한 법률","검거인원(계)[명]","명","","","","","","","","","","","","","","","417","502","1046","1318","1669","1881","612",
"유사수신행위의 규제에 관한 법률","검거인원(남)[명]","명","","","","","","","","","","","","","","","319","365","713","862","1124","1249","424",
"유사수신행위의 규제에 관한 법률","검거인원(여)[명]","명","","","","","","","","","","","","","","","98","137","333","456","545","632","188",
"유사수신행위의 규제에 관한 법률","성년(계)[명]","명","","","","","","","","","","","","","","","417","502","1046","1318","1667","1881","612",
"유사수신행위의 규제에 관한 법률","성년(남)[명]","명","","","","","","","","","","","","","","","319","365","713","862","1122","1249","424",
"유사수신행위의 규제에 관한 법률","성년(여)[명]","명","","","","","","","","","","","","","","","98","137","333","456","545","632","188",
"유사수신행위의 규제에 관한 법률","미성년(계)[명]","명","","","","","","","","","","","","","","","","","","","2","","",
"유사수신행위의 규제에 관한 법률","미성년(남)[명]","명","","","","","","","","","","","","","","","","","","","2","","",
"유사수신행위의 규제에 관한 법률","법인체[개]","개","","","","","","","","","","","","","","","34","20","48","63","93","112","26",
"유선 및 도선사업법","발생건수[건]","건","","","","","","","","","","","","","","","","1","","","","","",
"유선 및 도선사업법","검거건수[건]","건","","","","","","","","","","","","","","","","1","","","","","",
"유선 및 도선사업법","검거율[%]","%","","","","","","","","","","","","","","","-","100","-","-","-","-","-",
"유선 및 도선사업법","검거인원(계)[명]","명","","","","","","","","","","","","","","","","1","","","","","",
"유선 및 도선사업법","검거인원(남)[명]","명","","","","","","","","","","","","","","","","1","","","","","",
"유선 및 도선사업법","성년(계)[명]","명","","","","","","","","","","","","","","","","1","","","","","",
"유선 및 도선사업법","성년(남)[명]","명","","","","","","","","","","","","","","","","1","","","","","",
"유선 및 도선업법","발생건수[건]","건","","","","","","1","2","2","1","","1","","","","","","","","","","",
"유선 및 도선업법","검거건수[건]","건","","","","","","1","2","1","2","","1","","","","","","","","","","",
"유선 및 도선업법","검거율[%]","%","","","","","-","100","100","50","200","-","100","-","-","-","","","","","","","",
"유선 및 도선업법","검거인원(계)[명]","명","","","","","","","2","1","1","","1","","","","","","","","","","",
"유선 및 도선업법","검거인원(남)[명]","명","","","","","","","2","1","1","","1","","","","","","","","","","",
"유선 및 도선업법","성년(계)[명]","명","","","","","","","2","1","1","","1","","","","","","","","","","",
"유선 및 도선업법","성년(남)[명]","명","","","","","","","2","1","1","","1","","","","","","","","","","",
"유선 및 도선업법","법인체[개]","개","","","","","","","","","1","","1","","","","","","","","","","",
"유선방송관리법","발생건수[건]","건","28","63","40","22","","","","","","","","","","","","","","","","","",
"유선방송관리법","검거건수[건]","건","28","67","37","20","","","","","","","","","","","","","","","","","",
"유선방송관리법","검거율[%]","%","100","106.3","92.5","90.9","","","","","","","","","","","","","","","","","",
"유선방송관리법","검거인원(계)[명]","명","27","66","38","26","","","","","","","","","","","","","","","","","",
"유선방송관리법","검거인원(남)[명]","명","25","44","20","14","","","","","","","","","","","","","","","","","",
"유선방송관리법","검거인원(여)[명]","명","2","22","18","12","","","","","","","","","","","","","","","","","",
"유선방송관리법","성년(계)[명]","명","27","66","38","26","","","","","","","","","","","","","","","","","",
"유선방송관리법","성년(남)[명]","명","25","44","20","14","","","","","","","","","","","","","","","","","",
"유선방송관리법","성년(여)[명]","명","2","22","18","12","","","","","","","","","","","","","","","","","",
"유해화학물질관리법","발생건수[건]","건","","","427","575","597","916","1177","1153","825","585","482","336","271","200","60","55","27","32","35","36","34",
"유해화학물질관리법","검거건수[건]","건","","","447","661","620","948","1218","1187","855","611","484","339","276","198","62","57","28","32","36","37","33",
"유해화학물질관리법","검거율[%]","%","","","104.7","115","103.9","103.5","103.5","102.9","103.6","104.4","100.4","100.9","101.8","99","103.3","103.6","103.7","100","102.9","102.8","97.1",
"유해화학물질관리법","검거인원(계)[명]","명","","","790","1116","1249","1774","2488","2336","1595","1135","811","468","349","212","63","65","30","40","42","47","66",
"유해화학물질관리법","검거인원(남)[명]","명","","","668","948","920","1378","1884","1830","1222","863","637","381","276","191","53","51","29","36","37","45","46",
"유해화학물질관리법","검거인원(여)[명]","명","","","122","168","329","396","604","506","373","272","174","87","73","21","10","14","1","4","5","2","20",
"유해화학물질관리법","성년(계)[명]","명","","","151","203","133","228","269","285","299","277","249","226","229","187","58","54","30","37","33","31","37",
"유해화학물질관리법","성년(남)[명]","명","","","144","192","122","208","244","255","250","243","222","206","199","171","51","44","29","34","31","30","24",
"유해화학물질관리법","성년(여)[명]","명","","","7","11","11","20","25","30","49","34","27","20","30","16","7","10","1","3","2","1","13",
"유해화학물질관리법","미성년(계)[명]","명","","","639","913","1116","1546","2219","2051","1296","858","562","242","120","25","5","11","","3","9","16","29",
"유해화학물질관리법","미성년(남)[명]","명","","","524","756","798","1170","1640","1575","972","620","415","175","77","20","2","7","","2","6","15","22",
"유해화학물질관리법","미성년(여)[명]","명","","","115","157","318","376","579","476","324","238","147","67","43","5","3","4","","1","3","1","7",
"유해화학물질관리법","법인체[개]","개","","","","","6","2","2","1","","2","3","1","2","1","1","","2","5","2","2","",
"유해화학물질관리법(본드등)","발생건수[건]","건","","","","","33","123","77","","","","","6","4","","","","","","","","",
"유해화학물질관리법(본드등)","검거건수[건]","건","","","","","25","119","79","","","","","6","4","2","","","","","","","",
"유해화학물질관리법(본드등)","검거율[%]","%","","","","","75.8","96.7","102.6","-","-","-","-","100","100","200","","","","","","","",
"유해화학물질관리법(본드등)","검거인원(계)[명]","명","","","","","96","307","220","2","","","","12","4","2","","","","","","","",
"유해화학물질관리법(본드등)","검거인원(남)[명]","명","","","","","73","218","141","","","","","7","4","2","","","","","","","",
"유해화학물질관리법(본드등)","검거인원(여)[명]","명","","","","","23","89","79","2","","","","5","","","","","","","","","",
"유해화학물질관리법(본드등)","성년(계)[명]","명","","","","","5","32","15","","","","","3","4","2","","","","","","","",
"유해화학물질관리법(본드등)","성년(남)[명]","명","","","","","5","25","13","","","","","3","4","2","","","","","","","",
"유해화학물질관리법(본드등)","성년(여)[명]","명","","","","","","7","2","","","","","","","","","","","","","","",
"유해화학물질관리법(본드등)","미성년(계)[명]","명","","","","","91","275","205","2","","","","9","","","","","","","","","",
"유해화학물질관리법(본드등)","미성년(남)[명]","명","","","","","68","193","128","","","","","4","","","","","","","","","",
"유해화학물질관리법(본드등)","미성년(여)[명]","명","","","","","23","82","77","2","","","","5","","","","","","","","","",
"유해화학물질관리법(환각물질흡입등)","발생건수[건]","건","","","","","","","","","","","","","","","143","154","155","139","129","122","",
"유해화학물질관리법(환각물질흡입등)","검거건수[건]","건","","","","","","","","","","","","","","","138","155","152","138","127","121","",
"유해화학물질관리법(환각물질흡입등)","검거율[%]","%","","","","","","","","","","","","","","","96.5","100.6","98.1","99.3","98.4","99.2","-",
"유해화학물질관리법(환각물질흡입등)","검거인원(계)[명]","명","","","","","","","","","","","","","","","167","173","180","151","140","138","",
"유해화학물질관리법(환각물질흡입등)","검거인원(남)[명]","명","","","","","","","","","","","","","","","137","156","156","133","126","129","",
"유해화학물질관리법(환각물질흡입등)","검거인원(여)[명]","명","","","","","","","","","","","","","","","30","17","24","18","14","9","",
"유해화학물질관리법(환각물질흡입등)","성년(계)[명]","명","","","","","","","","","","","","","","","134","150","140","126","113","108","",
"유해화학물질관리법(환각물질흡입등)","성년(남)[명]","명","","","","","","","","","","","","","","","125","135","122","120","105","103","",
"유해화학물질관리법(환각물질흡입등)","성년(여)[명]","명","","","","","","","","","","","","","","","9","15","18","6","8","5","",
"유해화학물질관리법(환각물질흡입등)","미성년(계)[명]","명","","","","","","","","","","","","","","","33","23","40","25","27","30","",
"유해화학물질관리법(환각물질흡입등)","미성년(남)[명]","명","","","","","","","","","","","","","","","12","21","34","13","21","26","",
"유해화학물질관리법(환각물질흡입등)","미성년(여)[명]","명","","","","","","","","","","","","","","","21","2","6","12","6","4","",
"윤락행위등방지법","발생건수[건]","건","191","203","119","116","140","123","159","249","300","377","469","1127","1172","1045","932","27","5","3","","2","",
"윤락행위등방지법","검거건수[건]","건","208","209","120","130","124","121","162","255","304","392","468","1248","1233","1112","960","35","6","3","","1","",
"윤락행위등방지법","검거율[%]","%","108.9","103","100.8","112.1","88.6","98.4","101.9","102.4","101.3","104","99.8","110.7","105.2","106.4","103","129.6","120","100","-","50","",
"윤락행위등방지법","검거인원(계)[명]","명","428","350","174","186","172","186","407","724","829","1281","1627","3867","4051","4320","3237","112","8","3","","3","",
"윤락행위등방지법","검거인원(남)[명]","명","223","170","106","80","72","73","133","209","293","488","688","1613","1834","2074","1466","68","6","3","","2","",
"윤락행위등방지법","검거인원(여)[명]","명","205","180","68","106","100","113","274","515","536","793","939","2254","2217","2246","1771","44","2","","","1","",
"윤락행위등방지법","성년(계)[명]","명","422","339","171","181","168","180","318","557","661","1100","1486","3733","3985","4268","3199","112","8","3","","3","",
"윤락행위등방지법","성년(남)[명]","명","221","165","105","80","71","72","130","205","286","483","685","1597","1822","2061","1460","68","6","3","","2","",
"윤락행위등방지법","성년(여)[명]","명","201","174","66","101","97","108","188","352","375","617","801","2136","2163","2207","1739","44","2","","","1","",
"윤락행위등방지법","미성년(계)[명]","명","6","11","3","5","4","6","89","167","168","181","141","134","66","52","38","","","","","","",
