"범죄별","검거단서별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"공안을해하는죄","신문","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","3","1",
"공안을해하는죄","불심검문","범죄의 검거 단서[건]","건","-","-","-","1","-","1","-","-","-","-","-","","-","-","-","-","1","-","1",
"공안을해하는죄","탐문정보","범죄의 검거 단서[건]","건","6","6","4","1","2","4","2","3","2","9","6","6","10","53","69","42","30","55","60",
"공안을해하는죄","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"공안을해하는죄","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"공안을해하는죄","변사체","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","1","0","-","-",
"공안을해하는죄","범죄수법","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","1","-","1","-","2",
"공안을해하는죄","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"공안을해하는죄","검사지휘","범죄의 검거 단서[건]","건","-","1","-","-","-","-","-","-","-","1","-","","-","-","1","-","0","1","-",
"공안을해하는죄","타기관에서 이송","범죄의 검거 단서[건]","건","-","-","1","-","-","-","-","-","-","-","-","","-","-","2","2","0","-","1",
"공안을해하는죄","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","1","-",
"공안을해하는죄","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"공안을해하는죄","전과조회","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"공안을해하는죄","기타","범죄의 검거 단서[건]","건","2","2","3","2","-","3","7","2","2","18","30","45","73","89","55","97","130","177","165",
"공안을해하는죄","미상","범죄의 검거 단서[건]","건","","","","","","","","","-","","","","","","","","","","",
"내란의죄","계","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","3","4","1","11","15","16","9","23","15","3","5","10",
"내란의죄","현행범","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","피해자신고","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","고소","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","1","1","2","4","0","-","1",
"내란의죄","고발","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","1","2","1","3","2","1","1","4","-",
"내란의죄","자수","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","진정투서","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","타인신고","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","신문","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","불심검문","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","탐문정보","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","변사체","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","범죄수법","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","검사지휘","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","타기관에서 이송","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","전과조회","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"내란의죄","기타","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","3","-","1","10","13","14","5","19","10","2","1","9",
"내란의죄","미상","범죄의 검거 단서[건]","건","","","","","","","","","4","","","","","","","","","","",
"음용수에관한죄","계","범죄의 검거 단서[건]","건","22","26","21","20","17","13","13","12","14","15","21","17","16","13","22","23","27","23","23",
"음용수에관한죄","현행범","범죄의 검거 단서[건]","건","2","3","2","-","-","-","-","-","-","-","2","","-","-","2","-","0","1","-",
"음용수에관한죄","피해자신고","범죄의 검거 단서[건]","건","3","3","3","1","5","1","3","1","7","2","1","3","1","3","7","8","2","5","6",
"음용수에관한죄","고소","범죄의 검거 단서[건]","건","11","19","15","16","9","8","10","8","7","10","12","8","14","9","11","14","16","15","14",
"음용수에관한죄","고발","범죄의 검거 단서[건]","건","2","-","-","-","1","-","-","1","-","-","2","2","-","-","2","1","3","-","-",
"음용수에관한죄","자수","범죄의 검거 단서[건]","건","1","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"음용수에관한죄","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"음용수에관한죄","진정투서","범죄의 검거 단서[건]","건","2","1","-","1","-","2","-","-","-","2","2","","1","-","-","-","2","1","1",
"음용수에관한죄","타인신고","범죄의 검거 단서[건]","건","1","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","0","1","-",
"음용수에관한죄","신문","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"음용수에관한죄","불심검문","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"음용수에관한죄","탐문정보","범죄의 검거 단서[건]","건","-","-","-","2","-","-","-","1","-","-","-","","-","-","-","-","2","-","-",
"음용수에관한죄","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"음용수에관한죄","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"음용수에관한죄","변사체","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"음용수에관한죄","범죄수법","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"음용수에관한죄","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"음용수에관한죄","검사지휘","범죄의 검거 단서[건]","건","-","-","-","-","1","-","-","-","-","1","-","1","-","-","-","-","0","-","-",
"음용수에관한죄","타기관에서 이송","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","1",
"음용수에관한죄","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"음용수에관한죄","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"음용수에관한죄","전과조회","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"음용수에관한죄","기타","범죄의 검거 단서[건]","건","-","-","-","-","1","2","-","1","-","-","2","2","-","1","-","-","2","-","1",
"음용수에관한죄","미상","범죄의 검거 단서[건]","건","","","","","","","","","-","","","","","","","","","","",
"일수와수리에관한죄","계","범죄의 검거 단서[건]","건","11","14","11","3","8","6","5","7","3","5","4","5","9","7","5","13","11","6","8",
"일수와수리에관한죄","현행범","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","1","-","0","-","-",
"일수와수리에관한죄","피해자신고","범죄의 검거 단서[건]","건","1","1","2","-","3","-","-","-","-","1","-","2","2","-","-","-","2","-","1",
"일수와수리에관한죄","고소","범죄의 검거 단서[건]","건","8","10","7","3","5","6","5","7","3","4","3","1","6","6","3","10","5","4","6",
"일수와수리에관한죄","고발","범죄의 검거 단서[건]","건","1","3","2","-","-","-","-","-","-","-","-","","-","1","-","1","2","1","-",
"일수와수리에관한죄","자수","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"일수와수리에관한죄","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"일수와수리에관한죄","진정투서","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","1","1","-","-","-","-","1","-","-",
"일수와수리에관한죄","타인신고","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","0","-","-",
"일수와수리에관한죄","신문","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"일수와수리에관한죄","불심검문","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"일수와수리에관한죄","탐문정보","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","1","0","-","-",
"일수와수리에관한죄","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"일수와수리에관한죄","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"일수와수리에관한죄","변사체","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"일수와수리에관한죄","범죄수법","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"일수와수리에관한죄","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"일수와수리에관한죄","검사지휘","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"일수와수리에관한죄","타기관에서 이송","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"일수와수리에관한죄","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
