"범죄별","검거단서별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"아동?청소년의성보호에관한법률(음란물등)","안면식별","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","","","","","",
"아동?청소년의성보호에관한법률(음란물등)","감식자료","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","","","","","",
"아동?청소년의성보호에관한법률(음란물등)","변사체","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","","","","","",
"아동?청소년의성보호에관한법률(음란물등)","범죄수법","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","","","","","",
"아동?청소년의성보호에관한법률(음란물등)","발자국","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","","","","","",
"아동?청소년의성보호에관한법률(음란물등)","검사지휘","범죄의 검거 단서[건]","건","","","","","","","","","2","-","-","3","1","1","","","","","",
"아동?청소년의성보호에관한법률(음란물등)","타기관에서 이송","범죄의 검거 단서[건]","건","","","","","","","","","-","1","-","","9","-","","","","","",
"아동?청소년의성보호에관한법률(음란물등)","범행도구등 발견","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","","","","","",
"아동?청소년의성보호에관한법률(음란물등)","장물","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","","","","","",
"아동?청소년의성보호에관한법률(음란물등)","전과조회","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","","","","","",
"아동?청소년의성보호에관한법률(음란물등)","기타","범죄의 검거 단서[건]","건","","","","","","","","","82","121","261","88","331","189","","","","","",
"아동?청소년의성보호에관한법률(음란물등)","미상","범죄의 검거 단서[건]","건","","","","","","","","","7","","","","","","","","","","",
"아동·청소년의성보호에관한법률(성착취물등)","계","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","2475","1480","1397","1572","2095",
"아동·청소년의성보호에관한법률(성착취물등)","현행범","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","7","2","2","9","6",
"아동·청소년의성보호에관한법률(성착취물등)","피해자신고","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","135","154","197","234","293",
"아동·청소년의성보호에관한법률(성착취물등)","고소","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","79","95","183","192","256",
"아동·청소년의성보호에관한법률(성착취물등)","고발","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","32","13","11","6","9",
"아동·청소년의성보호에관한법률(성착취물등)","자수","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","14","23","9","16","16",
"아동·청소년의성보호에관한법률(성착취물등)","민간체포","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","-","-","1","1","-",
"아동·청소년의성보호에관한법률(성착취물등)","진정투서","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","114","165","125","137","240",
"아동·청소년의성보호에관한법률(성착취물등)","타인신고","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","41","49","51","65","78",
"아동·청소년의성보호에관한법률(성착취물등)","신문","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","1","7","3","-","1",
"아동·청소년의성보호에관한법률(성착취물등)","불심검문","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","-","-","0","-","-",
"아동·청소년의성보호에관한법률(성착취물등)","탐문정보","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","804","362","319","300","367",
"아동·청소년의성보호에관한법률(성착취물등)","안면식별","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","-","-","0","-","-",
"아동·청소년의성보호에관한법률(성착취물등)","감식자료","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","-","1","1","-","2",
"아동·청소년의성보호에관한법률(성착취물등)","변사체","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","-","-","0","-","-",
"아동·청소년의성보호에관한법률(성착취물등)","범죄수법","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","-","1","1","-","2",
"아동·청소년의성보호에관한법률(성착취물등)","발자국","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","-","-","0","-","-",
"아동·청소년의성보호에관한법률(성착취물등)","검사지휘","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","19","2","0","-","-",
"아동·청소년의성보호에관한법률(성착취물등)","타기관에서 이송","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","7","33","16","10","12",
"아동·청소년의성보호에관한법률(성착취물등)","범행도구등 발견","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","1","-","0","-","3",
"아동·청소년의성보호에관한법률(성착취물등)","장물","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","-","-","0","-","-",
"아동·청소년의성보호에관한법률(성착취물등)","전과조회","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","-","-","0","-","-",
"아동·청소년의성보호에관한법률(성착취물등)","기타","범죄의 검거 단서[건]","건","","","","","","","","","","","","","","","1221","573","478","602","810",
"아동복지법","계","범죄의 검거 단서[건]","건","","","","","","","","","786","1771","3099","3593","4046","5318","6105","12207","12067","13301","13599",
"아동복지법","현행범","범죄의 검거 단서[건]","건","","","","","","","","","27","95","134","107","86","107","91","139","155","187","220",
"아동복지법","피해자신고","범죄의 검거 단서[건]","건","","","","","","","","","175","495","913","1105","1262","1732","1949","4702","4871","5252","5468",
"아동복지법","고소","범죄의 검거 단서[건]","건","","","","","","","","","115","210","337","420","565","707","677","817","916","1251","1639",
"아동복지법","고발","범죄의 검거 단서[건]","건","","","","","","","","","164","166","200","287","245","320","377","271","132","138","131",
"아동복지법","자수","범죄의 검거 단서[건]","건","","","","","","","","","2","3","8","12","9","18","29","79","81","95","88",
"아동복지법","민간체포","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","1","0","-","-",
"아동복지법","진정투서","범죄의 검거 단서[건]","건","","","","","","","","","23","35","67","114","88","165","174","224","206","280","324",
"아동복지법","타인신고","범죄의 검거 단서[건]","건","","","","","","","","","157","391","887","1029","1217","1605","1977","4588","4452","4820","4502",
"아동복지법","신문","범죄의 검거 단서[건]","건","","","","","","","","","1","1","1","1","1","2","1","3","23","8","8",
"아동복지법","불심검문","범죄의 검거 단서[건]","건","","","","","","","","","-","3","1","1","2","2","-","1","1","3","5",
"아동복지법","탐문정보","범죄의 검거 단서[건]","건","","","","","","","","","66","242","262","210","153","169","110","171","160","168","102",
"아동복지법","안면식별","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"아동복지법","감식자료","범죄의 검거 단서[건]","건","","","","","","","","","-","-","1","","-","-","-","1","2","-","-",
"아동복지법","변사체","범죄의 검거 단서[건]","건","","","","","","","","","-","2","-","","-","1","-","2","2","-","-",
"아동복지법","범죄수법","범죄의 검거 단서[건]","건","","","","","","","","","-","-","1","","-","-","-","-","0","-","-",
"아동복지법","발자국","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"아동복지법","검사지휘","범죄의 검거 단서[건]","건","","","","","","","","","-","1","4","7","10","7","8","2","0","1","-",
"아동복지법","타기관에서 이송","범죄의 검거 단서[건]","건","","","","","","","","","3","3","13","16","26","50","66","62","24","74","68",
"아동복지법","범행도구등 발견","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","1","-","-","-","-","0","-","-",
"아동복지법","장물","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","1","-","-","-","-","0","1","-",
"아동복지법","전과조회","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","1","1","-","1",
"아동복지법","기타","범죄의 검거 단서[건]","건","","","","","","","","","48","124","270","282","382","433","646","1143","1041","1023","1043",
"아동복지법","미상","범죄의 검거 단서[건]","건","","","","","","","","","5","","","","","","","","","","",
"액화석유가스의안전관리및사업법","계","범죄의 검거 단서[건]","건","139","110","84","102","58","43","85","114","203","238","91","96","83","96","104","142","102","100","99",
"액화석유가스의안전관리및사업법","현행범","범죄의 검거 단서[건]","건","1","-","1","-","-","-","-","-","-","-","-","","-","-","-","1","0","-","-",
"액화석유가스의안전관리및사업법","피해자신고","범죄의 검거 단서[건]","건","2","2","1","-","1","3","1","1","-","2","-","1","-","-","-","-","1","1","-",
"액화석유가스의안전관리및사업법","고소","범죄의 검거 단서[건]","건","2","4","-","1","3","1","1","4","1","4","2","1","3","2","3","4","0","2","3",
"액화석유가스의안전관리및사업법","고발","범죄의 검거 단서[건]","건","124","96","68","91","43","33","74","95","170","181","75","54","60","63","67","101","84","59","51",
"액화석유가스의안전관리및사업법","자수","범죄의 검거 단서[건]","건","1","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"액화석유가스의안전관리및사업법","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"액화석유가스의안전관리및사업법","진정투서","범죄의 검거 단서[건]","건","-","-","1","1","-","1","-","1","3","21","5","3","9","5","10","19","8","27","29",
"액화석유가스의안전관리및사업법","타인신고","범죄의 검거 단서[건]","건","2","1","3","4","1","3","4","4","4","12","2","1","2","3","5","5","3","1","6",
"액화석유가스의안전관리및사업법","신문","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"액화석유가스의안전관리및사업법","불심검문","범죄의 검거 단서[건]","건","1","-","1","-","-","-","1","-","1","-","1","","-","-","-","-","0","-","-",
"액화석유가스의안전관리및사업법","탐문정보","범죄의 검거 단서[건]","건","2","3","3","1","1","1","1","2","18","6","4","21","4","15","9","2","2","2","4",
"액화석유가스의안전관리및사업법","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"액화석유가스의안전관리및사업법","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"액화석유가스의안전관리및사업법","변사체","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","1","-","-","-","","-","-","-","-","0","-","-",
"액화석유가스의안전관리및사업법","범죄수법","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"액화석유가스의안전관리및사업법","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"액화석유가스의안전관리및사업법","검사지휘","범죄의 검거 단서[건]","건","-","-","-","-","1","-","-","-","-","-","-","","-","-","1","-","0","-","-",
"액화석유가스의안전관리및사업법","타기관에서 이송","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","1","-","","-","-","-","1","2","-","1",
"액화석유가스의안전관리및사업법","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"액화석유가스의안전관리및사업법","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"액화석유가스의안전관리및사업법","전과조회","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"액화석유가스의안전관리및사업법","기타","범죄의 검거 단서[건]","건","4","4","6","4","8","1","3","6","6","11","2","15","5","8","9","9","2","8","5",
"액화석유가스의안전관리및사업법","미상","범죄의 검거 단서[건]","건","","","","","","","","","-","","","","","","","","","","",
"약사법","계","범죄의 검거 단서[건]","건","1045","1523","2516","2918","1488","1956","2371","2278","2875","2298","1505","1112","810","990","1163","867","964","856","914",
"약사법","현행범","범죄의 검거 단서[건]","건","40","57","83","156","79","112","55","19","17","18","7","16","4","16","44","11","28","21","18",
"약사법","피해자신고","범죄의 검거 단서[건]","건","7","8","18","20","15","6","5","12","24","10","11","5","5","6","11","1","6","5","7",
"약사법","고소","범죄의 검거 단서[건]","건","24","26","23","27","23","14","33","25","28","23","23","17","16","27","31","16","21","18","21",
"약사법","고발","범죄의 검거 단서[건]","건","643","678","673","778","721","993","1436","1386","1731","1013","778","521","435","448","418","351","471","389","401",
"약사법","자수","범죄의 검거 단서[건]","건","3","2","2","2","4","-","1","-","1","-","1","","2","1","-","-","1","2","-",
"약사법","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","1","","-","-","-","-","0","-","-",
"약사법","진정투서","범죄의 검거 단서[건]","건","18","23","29","24","15","13","45","46","181","130","98","64","46","70","74","126","89","89","114",
"약사법","타인신고","범죄의 검거 단서[건]","건","19","22","29","57","46","42","59","55","103","66","62","65","30","58","70","59","41","46","59",
"약사법","신문","범죄의 검거 단서[건]","건","1","2","1","4","5","-","3","5","6","3","1","2","1","1","1","1","0","2","5",
"약사법","불심검문","범죄의 검거 단서[건]","건","3","6","73","91","34","31","13","15","13","13","6","6","2","1","1","1","0","-","4",
"약사법","탐문정보","범죄의 검거 단서[건]","건","119","572","575","908","140","230","164","172","155","140","183","121","32","64","158","29","36","22","73",
"약사법","안면식별","범죄의 검거 단서[건]","건","1","-","1","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"약사법","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","1","1","2","-","-","","-","1","-","-","0","-","-",
"약사법","변사체","범죄의 검거 단서[건]","건","-","-","-","1","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"약사법","범죄수법","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","1",
"약사법","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"약사법","검사지휘","범죄의 검거 단서[건]","건","1","-","1","7","3","9","3","2","7","1","1","1","2","4","2","2","0","-","-",
"약사법","타기관에서 이송","범죄의 검거 단서[건]","건","3","7","1","6","5","4","11","1","14","14","9","7","2","5","6","14","9","6","10",
"약사법","범행도구등 발견","범죄의 검거 단서[건]","건","-","2","-","-","1","-","-","1","-","1","-","2","-","1","-","-","0","-","-",
"약사법","장물","범죄의 검거 단서[건]","건","-","-","-","-","1","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"약사법","전과조회","범죄의 검거 단서[건]","건","-","-","1","2","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"약사법","기타","범죄의 검거 단서[건]","건","163","118","1006","835","396","502","542","538","289","866","324","285","233","287","347","256","262","256","201",
"약사법","미상","범죄의 검거 단서[건]","건","","","","","","","","","304","","","","","","","","","","",
"여객자동차운수사업법","계","범죄의 검거 단서[건]","건","588","660","714","1621","1255","1548","1888","1282","1309","2032","1157","1719","705","1159","821","394","328","517","442",
"여객자동차운수사업법","현행범","범죄의 검거 단서[건]","건","15","12","22","158","26","31","35","28","59","52","11","7","1","3","3","-","2","5","1",
"여객자동차운수사업법","피해자신고","범죄의 검거 단서[건]","건","9","5","16","11","14","12","9","15","24","51","6","7","9","11","18","12","11","14","12",
"여객자동차운수사업법","고소","범죄의 검거 단서[건]","건","11","11","11","10","10","19","23","25","21","22","18","22","10","22","25","22","32","17","14",
"여객자동차운수사업법","고발","범죄의 검거 단서[건]","건","422","415","439","1085","858","846","1413","632","513","762","551","1138","266","717","488","115","98","193","115",
"여객자동차운수사업법","자수","범죄의 검거 단서[건]","건","1","4","1","1","1","-","2","1","-","7","-","2","1","-","4","-","0","5","-",
"여객자동차운수사업법","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"여객자동차운수사업법","진정투서","범죄의 검거 단서[건]","건","14","26","29","45","36","162","28","45","211","402","143","93","97","52","49","61","36","36","89",
"여객자동차운수사업법","타인신고","범죄의 검거 단서[건]","건","27","31","35","127","89","192","132","110","114","103","96","144","99","119","80","74","72","116","106",
"여객자동차운수사업법","신문","범죄의 검거 단서[건]","건","2","3","4","1","1","23","2","1","9","-","-","","3","6","1","1","1","-","-",
"여객자동차운수사업법","불심검문","범죄의 검거 단서[건]","건","4","7","7","9","12","11","5","125","192","267","146","41","13","13","6","2","0","10","4",
"여객자동차운수사업법","탐문정보","범죄의 검거 단서[건]","건","36","104","92","66","96","54","26","68","39","35","33","86","33","28","28","17","11","8","23",
"여객자동차운수사업법","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"여객자동차운수사업법","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","1","-","","-","-","-","-","0","-","-",
"여객자동차운수사업법","변사체","범죄의 검거 단서[건]","건","15","-","-","-","-","-","1","-","-","-","-","","-","-","-","-","0","-","-",
"여객자동차운수사업법","범죄수법","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"여객자동차운수사업법","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"여객자동차운수사업법","검사지휘","범죄의 검거 단서[건]","건","2","-","-","1","3","1","1","-","-","-","-","3","2","-","2","1","1","1","-",
"여객자동차운수사업법","타기관에서 이송","범죄의 검거 단서[건]","건","-","-","1","1","2","1","2","2","-","3","4","7","8","3","1","2","4","3","5",
"여객자동차운수사업법","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","1","-","-","-","0","-","-",
"여객자동차운수사업법","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"여객자동차운수사업법","전과조회","범죄의 검거 단서[건]","건","1","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"여객자동차운수사업법","기타","범죄의 검거 단서[건]","건","29","42","57","106","107","196","209","230","118","327","149","169","162","185","116","87","60","109","73",
"여객자동차운수사업법","미상","범죄의 검거 단서[건]","건","","","","","","","","","9","","","","","","","","","","",
"여권법","계","범죄의 검거 단서[건]","건","86","149","67","51","44","45","53","48","","","","","","","","","","","",
"여권법","현행범","범죄의 검거 단서[건]","건","5","4","2","-","1","-","1","-","","","","","","","","","","","",
"여권법","피해자신고","범죄의 검거 단서[건]","건","-","-","-","-","-","-","1","1","","","","","","","","","","","",
"여권법","고소","범죄의 검거 단서[건]","건","1","2","-","-","1","-","-","-","","","","","","","","","","","",
"여권법","고발","범죄의 검거 단서[건]","건","2","3","3","5","5","6","10","16","","","","","","","","","","","",
"여권법","자수","범죄의 검거 단서[건]","건","9","4","2","1","1","1","1","-","","","","","","","","","","","",
"여권법","민간체포","범죄의 검거 단서[건]","건","-","1","-","-","-","-","-","-","","","","","","","","","","","",
"여권법","진정투서","범죄의 검거 단서[건]","건","2","1","-","2","-","-","-","3","","","","","","","","","","","",
"여권법","타인신고","범죄의 검거 단서[건]","건","10","14","7","3","4","1","3","2","","","","","","","","","","","",
"여권법","신문","범죄의 검거 단서[건]","건","3","2","1","-","-","-","-","-","","","","","","","","","","","",
"여권법","불심검문","범죄의 검거 단서[건]","건","-","3","-","-","-","-","-","1","","","","","","","","","","","",
"여권법","탐문정보","범죄의 검거 단서[건]","건","21","82","20","10","4","4","6","3","","","","","","","","","","","",
"여권법","안면식별","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"여권법","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"여권법","변사체","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"여권법","범죄수법","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"여권법","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"여권법","검사지휘","범죄의 검거 단서[건]","건","1","2","1","-","-","1","-","-","","","","","","","","","","","",
"여권법","타기관에서 이송","범죄의 검거 단서[건]","건","3","3","-","-","1","1","1","-","","","","","","","","","","","",
"여권법","범행도구등 발견","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"여권법","장물","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"여권법","전과조회","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"여권법","기타","범죄의 검거 단서[건]","건","29","28","31","30","27","31","30","22","","","","","","","","","","","",
"여신전문금융업법","계","범죄의 검거 단서[건]","건","2083","1897","1781","2380","1591","1544","1607","1732","2101","1969","1524","1370","1478","1380","1192","1085","1136","1086","894",
"여신전문금융업법","현행범","범죄의 검거 단서[건]","건","114","115","150","128","69","71","109","100","104","103","89","64","64","56","44","21","31","29","23",
"여신전문금융업법","피해자신고","범죄의 검거 단서[건]","건","163","181","310","357","282","348","559","647","805","818","535","504","618","629","561","575","634","605","426",
"여신전문금융업법","고소","범죄의 검거 단서[건]","건","183","108","85","99","91","103","127","118","126","106","94","105","110","118","83","88","101","116","131",
"여신전문금융업법","고발","범죄의 검거 단서[건]","건","888","540","411","512","496","255","265","259","276","310","225","217","240","211","155","96","98","80","66",
"여신전문금융업법","자수","범죄의 검거 단서[건]","건","23","23","15","7","12","12","13","31","20","15","9","13","11","12","9","9","5","5","7",
"여신전문금융업법","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","4","3","2","2","4","-","1","1","-","-","-","-","0","2","1",
"여신전문금융업법","진정투서","범죄의 검거 단서[건]","건","59","69","42","73","74","110","146","155","188","126","116","105","90","84","82","63","73","79","65",
"여신전문금융업법","타인신고","범죄의 검거 단서[건]","건","40","38","54","40","52","46","38","58","52","56","46","32","39","22","36","24","25","31","17",
"여신전문금융업법","신문","범죄의 검거 단서[건]","건","18","11","16","12","4","-","1","-","9","-","1","1","-","1","-","1","1","2","1",
"여신전문금융업법","불심검문","범죄의 검거 단서[건]","건","43","34","27","31","34","9","4","12","10","14","3","5","4","4","3","1","0","6","-",
"여신전문금융업법","탐문정보","범죄의 검거 단서[건]","건","336","523","386","839","201","332","90","130","166","163","143","111","136","90","85","111","50","32","40",
"여신전문금융업법","안면식별","범죄의 검거 단서[건]","건","4","8","-","2","-","2","4","1","-","2","2","1","1","1","-","1","1","2","-",
"여신전문금융업법","감식자료","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","3","2","1","-","-","1","1","0","1","1",
"여신전문금융업법","변사체","범죄의 검거 단서[건]","건","1","-","11","-","-","-","1","1","-","-","-","","-","-","1","-","0","-","-",
"여신전문금융업법","범죄수법","범죄의 검거 단서[건]","건","1","1","1","1","3","1","-","-","-","1","-","","-","-","-","3","0","-","-",
"여신전문금융업법","발자국","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","-","-","-","","-","-","-","-","0","-","-",
"여신전문금융업법","검사지휘","범죄의 검거 단서[건]","건","4","4","1","8","6","5","3","-","4","7","3","","5","1","-","-","0","-","-",
"여신전문금융업법","타기관에서 이송","범죄의 검거 단서[건]","건","6","1","5","16","11","-","5","1","7","5","9","6","6","9","2","4","5","1","-",
"여신전문금융업법","범행도구등 발견","범죄의 검거 단서[건]","건","8","2","9","-","1","-","-","-","-","-","-","2","-","-","-","-","0","-","-",
"여신전문금융업법","장물","범죄의 검거 단서[건]","건","3","8","-","4","4","-","2","-","1","1","-","","-","-","-","-","0","1","-",
"여신전문금융업법","전과조회","범죄의 검거 단서[건]","건","1","2","-","2","-","-","-","-","-","-","-","1","-","-","-","-","0","1","-",
"여신전문금융업법","기타","범죄의 검거 단서[건]","건","188","229","258","249","247","247","238","217","281","239","246","201","154","142","130","87","112","93","116",
"여신전문금융업법","미상","범죄의 검거 단서[건]","건","","","","","","","","","48","","","","","","","","","","",
"영유아보육법","계","범죄의 검거 단서[건]","건","","","","","","","","","469","221","297","196","172","191","142","129","115","108","82",
"영유아보육법","현행범","범죄의 검거 단서[건]","건","","","","","","","","","1","-","-","","-","-","-","-","0","-","-",
"영유아보육법","피해자신고","범죄의 검거 단서[건]","건","","","","","","","","","1","-","1","1","1","2","1","1","0","1","-",
"영유아보육법","고소","범죄의 검거 단서[건]","건","","","","","","","","","2","1","4","","3","2","2","1","0","4","3",
"영유아보육법","고발","범죄의 검거 단서[건]","건","","","","","","","","","303","150","163","122","118","102","85","72","77","77","57",
"영유아보육법","자수","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"영유아보육법","민간체포","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"영유아보육법","진정투서","범죄의 검거 단서[건]","건","","","","","","","","","8","16","17","23","25","27","22","29","23","15","12",
"영유아보육법","타인신고","범죄의 검거 단서[건]","건","","","","","","","","","5","2","5","3","4","2","1","4","3","5","2",
"영유아보육법","신문","범죄의 검거 단서[건]","건","","","","","","","","","1","-","-","","-","-","-","-","0","-","-",
"영유아보육법","불심검문","범죄의 검거 단서[건]","건","","","","","","","","","-","-","1","","-","-","-","-","0","-","-",
"영유아보육법","탐문정보","범죄의 검거 단서[건]","건","","","","","","","","","96","35","50","14","6","44","11","4","0","-","-",
"영유아보육법","안면식별","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"영유아보육법","감식자료","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"영유아보육법","변사체","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"영유아보육법","범죄수법","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"영유아보육법","발자국","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"영유아보육법","검사지휘","범죄의 검거 단서[건]","건","","","","","","","","","-","-","18","1","-","-","2","-","0","-","-",
"영유아보육법","타기관에서 이송","범죄의 검거 단서[건]","건","","","","","","","","","1","1","2","3","3","1","2","5","3","-","-",
"영유아보육법","범행도구등 발견","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"영유아보육법","장물","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"영유아보육법","전과조회","범죄의 검거 단서[건]","건","","","","","","","","","-","-","-","","-","-","-","-","0","-","-",
"영유아보육법","기타","범죄의 검거 단서[건]","건","","","","","","","","","43","16","36","29","12","11","16","13","9","6","8",
"영유아보육법","미상","범죄의 검거 단서[건]","건","","","","","","","","","8","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","계","범죄의 검거 단서[건]","건","504","702","43","8","2","1","1","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","현행범","범죄의 검거 단서[건]","건","45","44","5","1","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","피해자신고","범죄의 검거 단서[건]","건","15","1","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","고소","범죄의 검거 단서[건]","건","5","4","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","고발","범죄의 검거 단서[건]","건","187","178","8","-","1","1","1","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","자수","범죄의 검거 단서[건]","건","-","1","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","민간체포","범죄의 검거 단서[건]","건","-","-","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","진정투서","범죄의 검거 단서[건]","건","7","5","-","-","-","-","-","-","","","","","","","","","","","",
"오수?분뇨및축산폐수의처리에관한법률","타인신고","범죄의 검거 단서[건]","건","43","30","4","-","-","-","-","-","","","","","","","","","","","",
