"범죄별","수사단서별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"강도","자수","범죄의 수사단서[건]","건","9","13","4","7","9","4","4","4","2","2","2","2","1","3","3","2","0","-","-",
"강도","진정투서","범죄의 수사단서[건]","건","12","10","14","19","12","8","12","10","9","4","8","5","6","6","20","9","11","14","10",
"강도","타인신고","범죄의 수사단서[건]","건","162","163","172","188","268","306","148","94","88","73","81","73","53","57","43","40","38","55","35",
"강도","미신고","범죄의 수사단서[건]","건","908","1296","1510","2396","1414","1183","540","457","399","396","237","203","157","192","125","64","40","62","69",
"강도","불심검문","범죄의 수사단서[건]","건","20","28","29","38","39","14","8","4","3","3","1","","-","2","2","-","0","-","1",
"강도","피해품발견","범죄의 수사단서[건]","건","5","3","7","11","4","1","1","2","2","2","-","","1","-","1","-","0","-","-",
"강도","변사체","범죄의 수사단서[건]","건","9","15","8","15","8","7","2","2","5","3","4","2","-","3","2","-","1","1","4",
"강도","탐문정보","범죄의 수사단서[건]","건","494","714","721","1258","838","740","347","275","225","225","139","124","82","69","46","12","9","19","15",
"강도","여죄","범죄의 수사단서[건]","건","264","402","546","794","357","206","68","88","106","97","46","31","42","63","42","31","8","14","16",
"강도","기타","범죄의 수사단서[건]","건","116","134","199","280","168","215","114","86","58","66","47","46","32","55","32","21","22","28","33",
"강도","미상","범죄의 수사단서[건]","건","","","","","","","","","2","2","","","","","","","","","",
"방화","합계","범죄의 수사단서[건]","건","1685","1694","1946","1866","1886","1972","1897","1744","1707","1646","1477","1358","1478","1345","1210","1025","1224","1189","1011",
"방화","현행범","범죄의 수사단서[건]","건","545","581","580","568","357","361","397","424","516","578","503","463","529","490","409","338","418","376","354",
"방화","신고","범죄의 수사단서[건]","건","976","902","1130","1025","1272","1414","1331","1185","1076","944","900","820","883","819","772","653","766","782","624",
"방화","피해자신고","범죄의 수사단서[건]","건","619","562","749","685","689","722","762","712","632","569","539","445","484","444","465","375","444","440","330",
"방화","고소","범죄의 수사단서[건]","건","20","21","12","22","11","17","26","19","8","15","11","12","19","17","13","10","27","20","15",
"방화","고발","범죄의 수사단서[건]","건","1","3","2","2","6","9","2","2","1","2","-","","3","2","1","1","2","1","2",
"방화","자수","범죄의 수사단서[건]","건","17","12","15","10","11","14","11","4","5","8","5","5","13","13","9","5","7","12","8",
"방화","진정투서","범죄의 수사단서[건]","건","5","2","2","6","7","1","5","-","4","1","2","1","3","5","5","6","6","10","6",
"방화","타인신고","범죄의 수사단서[건]","건","314","302","350","300","548","651","525","448","426","349","343","357","361","338","279","256","280","299","263",
"방화","미신고","범죄의 수사단서[건]","건","164","211","236","273","257","197","169","135","114","122","74","75","66","36","29","34","40","31","33",
"방화","불심검문","범죄의 수사단서[건]","건","3","4","16","8","3","3","4","1","-","5","2","","-","1","1","-","1","-","-",
"방화","피해품발견","범죄의 수사단서[건]","건","-","-","1","1","-","1","-","-","1","0","-","","-","-","-","-","0","-","-",
"방화","변사체","범죄의 수사단서[건]","건","8","7","4","4","3","3","3","5","1","2","1","","3","-","1","-","0","1","1",
"방화","탐문정보","범죄의 수사단서[건]","건","58","70","54","63","81","51","46","27","33","41","14","17","9","4","4","6","3","2","4",
"방화","여죄","범죄의 수사단서[건]","건","20","73","81","97","86","49","40","37","12","12","11","13","20","4","6","4","4","3","2",
"방화","기타","범죄의 수사단서[건]","건","75","57","80","100","84","90","76","65","67","62","46","45","34","27","17","24","32","25","26",
"방화","미상","범죄의 수사단서[건]","건","","","","","","","","","1","2","","","","","","","","","",
"강간","합계","범죄의 수사단서[건]","건","13573","13634","15094","16156","19939","22034","21346","26919","","","","","","","","","","","",
"강간","현행범","범죄의 수사단서[건]","건","3779","3995","3826","4029","3758","3435","3908","4906","","","","","","","","","","","",
"강간","신고","범죄의 수사단서[건]","건","8572","7941","8868","8926","12557","14644","14074","14241","","","","","","","","","","","",
"강간","피해자신고","범죄의 수사단서[건]","건","5095","4672","5438","5553","7829","9082","9152","9677","","","","","","","","","","","",
"강간","고소","범죄의 수사단서[건]","건","3079","2849","2863","2712","3262","3973","3834","3357","","","","","","","","","","","",
"강간","고발","범죄의 수사단서[건]","건","14","13","17","21","19","31","58","94","","","","","","","","","","","",
"강간","자수","범죄의 수사단서[건]","건","2","6","8","7","8","10","7","13","","","","","","","","","","","",
"강간","진정투서","범죄의 수사단서[건]","건","99","133","173","318","443","421","394","404","","","","","","","","","","","",
"강간","타인신고","범죄의 수사단서[건]","건","283","268","369","315","996","1127","629","696","","","","","","","","","","","",
"강간","미신고","범죄의 수사단서[건]","건","1222","1698","2400","3201","3624","3955","3364","7772","","","","","","","","","","","",
"강간","불심검문","범죄의 수사단서[건]","건","16","9","9","21","60","79","97","191","","","","","","","","","","","",
"강간","피해품발견","범죄의 수사단서[건]","건","1","1","4","4","1","1","1","-","","","","","","","","","","","",
"강간","변사체","범죄의 수사단서[건]","건","5","3","5","3","2","3","4","3","","","","","","","","","","","",
"강간","탐문정보","범죄의 수사단서[건]","건","740","1159","1412","1940","2518","2653","2147","4151","","","","","","","","","","","",
"강간","여죄","범죄의 수사단서[건]","건","197","276","660","839","519","489","536","2344","","","","","","","","","","","",
"강간","기타","범죄의 수사단서[건]","건","263","250","310","394","524","730","579","1083","","","","","","","","","","","",
"성폭력","합계","범죄의 수사단서[건]","건","","","","","","","","","29863","31063","29357","32824","32104","32029","30105","32898","41433","38698","36180",
"성폭력","현행범","범죄의 수사단서[건]","건","","","","","","","","","5658","6196","6291","6449","4757","4089","2840","2314","2593","2751","2314",
"성폭력","신고","범죄의 수사단서[건]","건","","","","","","","","","14190","14061","17733","21512","24245","25318","25626","28558","37034","34589","32143",
"성폭력","피해자신고","범죄의 수사단서[건]","건","","","","","","","","","9647","9128","11138","13151","12832","12551","11178","10090","11836","12096","11475",
"성폭력","고소","범죄의 수사단서[건]","건","","","","","","","","","2913","3162","4234","5343","7845","8778","10368","13090","16627","13888","12861",
"성폭력","고발","범죄의 수사단서[건]","건","","","","","","","","","39","59","67","109","156","131","138","195","174","163","186",
"성폭력","자수","범죄의 수사단서[건]","건","","","","","","","","","21","15","25","21","39","59","65","61","76","63","76",
"성폭력","진정투서","범죄의 수사단서[건]","건","","","","","","","","","550","483","606","759","1054","1123","1503","2505","5226","5450","4893",
"성폭력","타인신고","범죄의 수사단서[건]","건","","","","","","","","","1020","1214","1663","2129","2319","2676","2374","2617","3095","2929","2652",
"성폭력","미신고","범죄의 수사단서[건]","건","","","","","","","","","9988","10772","5333","4863","3102","2622","1639","2026","1806","1358","1723",
"성폭력","불심검문","범죄의 수사단서[건]","건","","","","","","","","","119","271","258","263","168","191","98","58","82","89","14",
"성폭력","피해품발견","범죄의 수사단서[건]","건","","","","","","","","","-","2","2","1","3","4","3","1","3","2","-",
"성폭력","변사체","범죄의 수사단서[건]","건","","","","","","","","","1","2","6","2","4","2","1","1","2","2","2",
"성폭력","탐문정보","범죄의 수사단서[건]","건","","","","","","","","","4764","5739","3203","2144","1115","733","397","342","270","195","175",
"성폭력","여죄","범죄의 수사단서[건]","건","","","","","","","","","4227","3946","1043","1516","850","810","452","554","192","177","227",
"성폭력","기타","범죄의 수사단서[건]","건","","","","","","","","","877","812","821","937","962","882","688","1070","1257","893","1305",
"성폭력","미상","범죄의 수사단서[건]","건","","","","","","","","","27","34","","","","","","","","","",
"강력범죄(폭력)","합계","범죄의 수사단서[건]","건","251190","255459","261852","269734","239008","248247","251379","235871","233655","248707","251889","238789","233392","232316","210241","180460","190870","182621","174201",
"강력범죄(폭력)","현행범","범죄의 수사단서[건]","건","112430","114447","111122","108522","68656","61075","72236","73143","74397","77445","72941","60042","47809","42084","30082","23182","24779","23583","19341",
"강력범죄(폭력)","신고","범죄의 수사단서[건]","건","129438","130141","137135","138593","155600","175180","167114","154179","149245","160350","170427","171824","179978","185498","175916","154147","163270","155231","151302",
