"범죄별","발생지별","항목","단위","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년",
"배임","강동","범죄 발생지","","","","","","","","","","","","35","35","32","39","25","30","22",
"배임","중구","범죄 발생지","","","","","","","","","","","","30","22","17","21","11","10","7",
"배임","서구","범죄 발생지","","","","","","","","","","","","51","23","22","22","36","17","1420",
"배임","동구","범죄 발생지","","","","","","","","","","","","36","35","33","19","14","14","15",
"배임","영도","범죄 발생지","","","","","","","","","","","","13","10","10","11","9","10","7",
"배임","부산진","범죄 발생지","","","","","","","","","","","","53","73","50","48","38","48","44",
"배임","동래","범죄 발생지","","","","","","","","","","","","31","33","24","27","21","16","21",
"배임","남구","범죄 발생지","","","","","","","","","","","","46","32","25","16","17","20","26",
"배임","북구","범죄 발생지","","","","","","","","","","","","33","36","22","34","15","18","18",
"배임","해운대","범죄 발생지","","","","","","","","","","","","33","38","32","27","46","46","34",
"배임","사하","범죄 발생지","","","","","","","","","","","","48","42","39","38","37","17","32",
"배임","금정","범죄 발생지","","","","","","","","","","","","15","22","27","16","16","16","18",
"배임","강서","범죄 발생지","","","","","","","","","","","","10","8","27","6","10","17","16",
"배임","연제","범죄 발생지","","","","","","","","","","","","23","41","42","31","34","27","27",
"배임","수영","범죄 발생지","","","","","","","","","","","","14","15","26","17","21","14","11",
"배임","사상","범죄 발생지","","","","","","","","","","","","27","18","28","27","29","32","24",
"배임","기장군","범죄 발생지","","","","","","","","","","","","124","12","6","3","7","11","8",
"배임","중구","범죄 발생지","","","","","","","","","","","","23","18","18","13","12","7","17",
"배임","동구","범죄 발생지","","","","","","","","","","","","21","29","22","17","14","16","10",
"배임","서구","범죄 발생지","","","","","","","","","","","","18","15","13","17","17","10","13",
"배임","남구","범죄 발생지","","","","","","","","","","","","12","13","14","12","6","7","7",
"배임","북구","범죄 발생지","","","","","","","","","","","","27","31","26","12","29","30","21",
"배임","수성","범죄 발생지","","","","","","","","","","","","62","44","43","26","31","31","23",
"배임","달서","범죄 발생지","","","","","","","","","","","","44","38","52","35","22","34","33",
"배임","달성군","범죄 발생지","","","","","","","","","","","","14","8","-","7","12","5","9",
"배임","중구","범죄 발생지","","","","","","","","","","","","15","15","113","15","18","32","10",
"배임","동구","범죄 발생지","","","","","","","","","","","","4","9","5","6","4","4","3",
"배임","서구","범죄 발생지","","","","","","","","","","","","25","37","29","22","25","31","28",
"배임","미추홀","범죄 발생지","","","","","","","","","","","","48","53","37","29","25","35","42",
"배임","연수","범죄 발생지","","","","","","","","","","","","45","12","18","15","37","16","14",
"배임","남동","범죄 발생지","","","","","","","","","","","","49","66","54","40","45","39","51",
"배임","부평","범죄 발생지","","","","","","","","","","","","53","40","45","27","23","29","29",
"배임","계양","범죄 발생지","","","","","","","","","","","","20","12","20","13","13","6","7",
"배임","강화군","범죄 발생지","","","","","","","","","","","","8","8","3","7","8","6","14",
"배임","옹진군","범죄 발생지","","","","","","","","","","","","2","3","4","8","3","5","1",
"배임","동구","범죄 발생지","","","","","","","","","","","","18","20","14","33","15","25","7",
"배임","서구","범죄 발생지","","","","","","","","","","","","15","12","6","21","24","22","4",
"배임","남구","범죄 발생지","","","","","","","","","","","","9","9","6","15","19","23","4",
"배임","북구","범죄 발생지","","","","","","","","","","","","19","25","12","25","24","24","4",
"배임","광산","범죄 발생지","","","","","","","","","","","","29","30","8","21","14","14","4",
"배임","중구","범죄 발생지","","","","","","","","","","","","17","23","3","14","18","27","9",
"배임","동구","범죄 발생지","","","","","","","","","","","","20","16","8","16","14","11","4",
"배임","서구","범죄 발생지","","","","","","","","","","","","30","45","25","60","51","53","38",
"배임","유성","범죄 발생지","","","","","","","","","","","","14","27","8","25","14","21","6",
"배임","대덕","범죄 발생지","","","","","","","","","","","","14","31","4","20","7","8","6",
"배임","중구","범죄 발생지","","","","","","","","","","","","22","11","14","12","14","5","12",
"배임","동구","범죄 발생지","","","","","","","","","","","","12","11","10","8","3","7","9",
"배임","남구","범죄 발생지","","","","","","","","","","","","38","62","42","33","33","30","29",
"배임","북구","범죄 발생지","","","","","","","","","","","","8","7","-","13","7","6","7",
"배임","울주군","범죄 발생지","","","","","","","","","","","","26","13","16","7","17","15","34",
"손괴","종로","범죄 발생지","","","","","","","","","","","","84","80","297","361","296","285","362",
"손괴","중구","범죄 발생지","","","","","","","","","","","","96","75","221","309","330","283","322",
"손괴","용산","범죄 발생지","","","","","","","","","","","","75","49","131","182","204","179","271",
"손괴","성동","범죄 발생지","","","","","","","","","","","","97","55","162","189","204","209","296",
"손괴","광진","범죄 발생지","","","","","","","","","","","","110","57","227","301","406","355","442",
"손괴","동대문","범죄 발생지","","","","","","","","","","","","82","75","210","270","308","251","296",
"손괴","중랑","범죄 발생지","","","","","","","","","","","","56","58","272","298","307","287","507",
"손괴","성북","범죄 발생지","","","","","","","","","","","","133","74","203","232","267","270","374",
"손괴","강북","범죄 발생지","","","","","","","","","","","","65","73","172","247","244","239","306",
"손괴","도봉","범죄 발생지","","","","","","","","","","","","33","46","142","203","222","183","222",
"손괴","노원","범죄 발생지","","","","","","","","","","","","106","87","267","341","265","271","316",
"손괴","은평","범죄 발생지","","","","","","","","","","","","96","66","255","325","373","339","383",
"손괴","서대문","범죄 발생지","","","","","","","","","","","","83","74","204","279","323","338","320",
"손괴","마포","범죄 발생지","","","","","","","","","","","","127","125","292","374","255","300","368",
"손괴","양천","범죄 발생지","","","","","","","","","","","","150","105","245","327","294","260","339",
"손괴","강서","범죄 발생지","","","","","","","","","","","","143","115","287","329","335","324","473",
"손괴","구로","범죄 발생지","","","","","","","","","","","","153","88","256","359","310","294","370",
"손괴","금천","범죄 발생지","","","","","","","","","","","","96","77","169","256","264","212","249",
"손괴","영등포","범죄 발생지","","","","","","","","","","","","98","102","278","398","403","350","513",
"손괴","동작","범죄 발생지","","","","","","","","","","","","85","65","190","204","228","206","297",
"손괴","관악","범죄 발생지","","","","","","","","","","","","129","122","328","430","457","438","472",
"손괴","서초","범죄 발생지","","","","","","","","","","","","116","101","273","357","297","279","396",
"손괴","강남","범죄 발생지","","","","","","","","","","","","154","168","402","506","589","699","776",
"손괴","송파","범죄 발생지","","","","","","","","","","","","173","159","307","419","396","410","589",
"손괴","강동","범죄 발생지","","","","","","","","","","","","72","54","215","271","269","319","453",
"손괴","중구","범죄 발생지","","","","","","","","","","","","27","18","83","74","82","174","97",
"손괴","서구","범죄 발생지","","","","","","","","","","","","34","35","91","97","106","103","106",
"손괴","동구","범죄 발생지","","","","","","","","","","","","55","41","78","148","126","183","124",
"손괴","영도","범죄 발생지","","","","","","","","","","","","21","29","64","82","97","97","125",
"손괴","부산진","범죄 발생지","","","","","","","","","","","","85","70","183","266","320","559","387",
"손괴","동래","범죄 발생지","","","","","","","","","","","","35","54","131","169","191","310","281",
"손괴","남구","범죄 발생지","","","","","","","","","","","","46","46","132","117","134","253","199",
"손괴","북구","범죄 발생지","","","","","","","","","","","","58","45","138","188","222","282","167",
