"범죄별","기관별","기간별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"강력범죄(흉악)","경찰","6개월 초과","범죄사건 처리 기간[명]","명","118","75","98","121","338","776","2367","1235","1573","4852","2864","2721","2285","2415","1815","2419","3440","2470","1682",
"강력범죄(흉악)","검찰","계","범죄사건 처리 기간[명]","명","15408","14727","19848","22564","23332","26195","24031","26556","28711","30253","31909","35291","35121","36682","35124","26053","30625","27215","24756",
"강력범죄(흉악)","검찰","10일 이내","범죄사건 처리 기간[명]","명","9684","9114","11625","12510","12986","14594","12377","12406","10557","11590","11692","14214","12737","13259","12885","9203","11742","8836","8681",
"강력범죄(흉악)","검찰","20일 이내","범죄사건 처리 기간[명]","명","2063","2212","2954","3406","3519","4213","3927","4588","4964","5313","5635","5774","5281","5013","4397","4122","4796","4026","3770",
"강력범죄(흉악)","검찰","1개월 이내","범죄사건 처리 기간[명]","명","819","926","1403","1634","1575","1806","1973","2461","2983","3263","3294","3144","3083","2862","2501","2790","2876","2596","2398",
"강력범죄(흉악)","검찰","2개월 이내","범죄사건 처리 기간[명]","명","1140","1121","1660","2119","2185","2445","2448","2989","3892","3682","3854","3971","4170","4243","3808","2920","3076","3038","2485",
"강력범죄(흉악)","검찰","3개월 이내","범죄사건 처리 기간[명]","명","1330","1018","1793","2260","2491","1613","1304","1713","2845","2845","3200","3382","3681","3808","3586","2539","2614","2347","1724",
"강력범죄(흉악)","검찰","6개월 이내","범죄사건 처리 기간[명]","명","354","332","385","593","555","1400","1785","2241","3226","3370","3934","4416","5635","6518","6578","4287","5166","5731","5006",
"강력범죄(흉악)","검찰","6개월 초과","범죄사건 처리 기간[명]","명","18","4","28","42","21","124","217","158","244","190","300","390","534","979","1369","192","355","641","692",
"살인","합계","계","범죄사건 처리 기간[명]","명","1876","1907","1952","2354","2146","2465","2179","2045","","","","","","","","","","","",
"살인","경찰","계","범죄사건 처리 기간[명]","명","917","939","963","1146","1073","1229","1106","1032","1048","1052","1023","945","894","920","842","752","745","828","840",
"살인","경찰","10일 이내","범죄사건 처리 기간[명]","명","271","296","325","367","564","737","631","629","587","567","623","558","513","487","470","400","437","475","482",
"살인","경찰","20일 이내","범죄사건 처리 기간[명]","명","14","11","13","17","55","106","74","93","74","52","59","51","59","47","36","53","31","49","36",
"살인","경찰","1개월 이내","범죄사건 처리 기간[명]","명","59","47","57","81","62","62","53","42","50","34","55","34","31","36","33","24","18","29","34",
"살인","경찰","2개월 이내","범죄사건 처리 기간[명]","명","43","40","58","47","90","121","94","100","99","116","79","90","94","115","81","52","62","76","86",
"살인","경찰","3개월 이내","범죄사건 처리 기간[명]","명","29","31","27","34","58","80","73","51","79","49","67","59","52","68","60","54","37","70","58",
"살인","경찰","6개월 이내","범죄사건 처리 기간[명]","명","492","505","474","592","220","69","77","68","88","73","66","81","76","91","90","93","87","98","98",
"살인","경찰","6개월 초과","범죄사건 처리 기간[명]","명","9","9","9","8","24","54","104","49","71","161","74","72","69","76","72","76","73","31","46",
"살인","검찰","계","범죄사건 처리 기간[명]","명","959","968","989","1208","1073","1236","1073","1013","1042","1042","1040","973","1018","1010","1038","604","588","647","638",
"살인","검찰","10일 이내","범죄사건 처리 기간[명]","명","639","626","679","742","658","742","616","540","527","544","489","498","467","432","435","282","256","271","241",
"살인","검찰","20일 이내","범죄사건 처리 기간[명]","명","182","182","175","250","201","290","267","286","263","247","356","295","281","250","236","207","252","263","286",
"살인","검찰","1개월 이내","범죄사건 처리 기간[명]","명","16","16","17","26","28","47","38","37","28","32","38","18","29","30","21","16","16","22","5",
"살인","검찰","2개월 이내","범죄사건 처리 기간[명]","명","45","45","39","55","77","76","61","58","58","68","54","56","53","57","81","27","19","28","23",
"살인","검찰","3개월 이내","범죄사건 처리 기간[명]","명","52","45","55","66","83","36","33","29","55","74","44","28","116","82","125","22","10","14","16",
"살인","검찰","6개월 이내","범죄사건 처리 기간[명]","명","17","51","23","49","25","40","51","54","94","71","52","59","54","58","108","46","29","38","54",
"살인","검찰","6개월 초과","범죄사건 처리 기간[명]","명","8","3","1","20","1","5","7","9","17","6","7","19","18","101","32","4","6","11","13",
"강도","합계","계","범죄사건 처리 기간[명]","명","5997","6181","7990","10963","7209","9307","6986","5508","","","","","","","","","","","",
"강도","경찰","계","범죄사건 처리 기간[명]","명","2950","3052","3951","5379","3598","4640","3606","2856","2226","2136","1804","1537","1223","1395","1273","773","796","898","754",
"강도","경찰","10일 이내","범죄사건 처리 기간[명]","명","787","742","885","1224","1042","1616","1136","914","770","727","626","480","425","463","392","286","303","332","272",
"강도","경찰","20일 이내","범죄사건 처리 기간[명]","명","29","76","78","103","291","736","489","423","330","273","175","188","132","168","143","70","85","79","63",
"강도","경찰","1개월 이내","범죄사건 처리 기간[명]","명","231","247","383","564","377","473","322","218","180","177","162","134","93","98","87","36","57","68","38",
"강도","경찰","2개월 이내","범죄사건 처리 기간[명]","명","218","193","246","351","454","712","536","431","321","334","274","246","192","161","149","99","81","100","105",
"강도","경찰","3개월 이내","범죄사건 처리 기간[명]","명","98","106","152","229","234","426","292","243","211","108","145","83","99","143","131","106","64","57","66",
"강도","경찰","6개월 이내","범죄사건 처리 기간[명]","명","1559","1671","2182","2866","1092","427","358","367","251","149","195","215","141","164","203","87","104","172","145",
"강도","경찰","6개월 초과","범죄사건 처리 기간[명]","명","28","17","25","42","108","250","473","260","163","368","227","191","141","198","168","89","102","90","65",
"강도","검찰","계","범죄사건 처리 기간[명]","명","3047","3129","4039","5584","3611","4667","3380","2652","2151","1974","1808","1442","1280","1479","1318","653","735","799","673",
"강도","검찰","10일 이내","범죄사건 처리 기간[명]","명","1919","1891","2367","2829","1951","2388","1674","1294","1045","932","753","574","580","631","562","293","320","335","244",
"강도","검찰","20일 이내","범죄사건 처리 기간[명]","명","414","504","585","835","537","875","583","523","425","478","364","374","279","298","277","194","197","262","221",
"강도","검찰","1개월 이내","범죄사건 처리 기간[명]","명","121","173","219","337","171","265","199","130","93","84","81","79","68","100","47","55","37","37","31",
"강도","검찰","2개월 이내","범죄사건 처리 기간[명]","명","179","187","269","496","333","407","317","206","163","159","146","105","110","93","94","36","25","37","31",
"강도","검찰","3개월 이내","범죄사건 처리 기간[명]","명","302","259","470","784","462","349","181","136","154","97","147","80","82","66","86","29","69","42","27",
"강도","검찰","6개월 이내","범죄사건 처리 기간[명]","명","106","115","122","287","147","346","329","321","252","201","265","172","134","215","157","46","77","76","109",
"강도","검찰","6개월 초과","범죄사건 처리 기간[명]","명","6","-","7","16","10","37","97","42","19","23","52","58","27","76","95","-","10","10","10",
"방화","합계","계","범죄사건 처리 기간[명]","명","2058","1957","2857","2851","2639","2817","2773","2733","","","","","","","","","","","",
"방화","경찰","계","범죄사건 처리 기간[명]","명","1009","959","1414","1408","1318","1405","1409","1395","1467","1499","1371","1270","1358","1301","1162","913","1129","1088","947",
"방화","경찰","10일 이내","범죄사건 처리 기간[명]","명","156","168","231","270","423","511","504","497","490","496","442","353","370","355","309","222","288","289","300",
"방화","경찰","20일 이내","범죄사건 처리 기간[명]","명","21","24","59","45","143","216","216","224","231","222","209","195","203","191","156","130","129","145","125",
"방화","경찰","1개월 이내","범죄사건 처리 기간[명]","명","156","119","178","160","144","138","163","143","148","136","155","146","131","162","133","113","119","118","103",
"방화","경찰","2개월 이내","범죄사건 처리 기간[명]","명","88","78","112","111","186","280","234","260","249","240","221","257","295","253","241","175","217","216","188",
"방화","경찰","3개월 이내","범죄사건 처리 기간[명]","명","56","45","67","69","79","124","99","109","140","110","128","125","142","122","149","95","136","132","117",
"방화","경찰","6개월 이내","범죄사건 처리 기간[명]","명","513","516","760","741","319","99","115","107","152","92","110","125","110","108","120","115","149","139","90",
"방화","경찰","6개월 초과","범죄사건 처리 기간[명]","명","19","9","7","12","24","37","78","55","57","203","106","69","107","110","54","63","91","49","24",
"방화","검찰","계","범죄사건 처리 기간[명]","명","1049","998","1443","1443","1321","1412","1364","1338","1387","1419","1311","1220","1317","1258","1138","807","961","939","793",
"방화","검찰","10일 이내","범죄사건 처리 기간[명]","명","571","528","725","769","627","679","664","648","641","700","632","589","602","604","589","356","445","381","363",
