"죄종별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"강제추행치상(준)","불상검거인원[명]","명","-","","","","","","","","","","","",
"강간등살인","발생건수[건]","건","1","","","","","","","","","","","",
"강간등살인","검거건수[건]","건","-","","","","","","","","","","","",
"강간등살인","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"강간등살인","검거인원[명]","명","-","","","","","","","","","","","",
"강간등살인","남자검거인원[명]","명","-","","","","","","","","","","","",
"강간등살인","여자검거인원[명]","명","-","","","","","","","","","","","",
"강간등살인","불상검거인원[명]","명","-","","","","","","","","","","","",
"강제추행치사(준)","발생건수[건]","건","-","","","","","","","","","","","",
"강제추행치사(준)","검거건수[건]","건","-","","","","","","","","","","","",
"강제추행치사(준)","발생건수 대비 검거건수[%]","%","-","","","","","","","","","","","",
"강제추행치사(준)","검거인원[명]","명","-","","","","","","","","","","","",
"강제추행치사(준)","남자검거인원[명]","명","-","","","","","","","","","","","",
"강제추행치사(준)","여자검거인원[명]","명","-","","","","","","","","","","","",
"강제추행치사(준)","불상검거인원[명]","명","-","","","","","","","","","","","",
"미성년자등간음·추행(심신미약자)","발생건수[건]","건","16","9","","","","","","","","","","",
"미성년자등간음·추행(심신미약자)","검거건수[건]","건","13","5","","","","","","","","","","",
"미성년자등간음·추행(심신미약자)","발생건수 대비 검거건수[%]","%","81.25","55.6","","","","","","","","","","",
"미성년자등간음·추행(심신미약자)","검거인원[명]","명","14","10","","","","","","","","","","",
"미성년자등간음·추행(심신미약자)","남자검거인원[명]","명","13","10","","","","","","","","","","",
"미성년자등간음·추행(심신미약자)","여자검거인원[명]","명","-","-","","","","","","","","","","",
"미성년자등간음·추행(심신미약자)","불상검거인원[명]","명","1","-","","","","","","","","","","",
"미성년자등간음·추행(심신미약자)","법인체[개]","개","","-","","","","","","","","","","",
"피보호자(피감호자)간음","발생건수[건]","건","3","3","","","","","","","","","","",
"피보호자(피감호자)간음","검거건수[건]","건","2","3","","","","","","","","","","",
"피보호자(피감호자)간음","발생건수 대비 검거건수[%]","%","66.6666666667","100","","","","","","","","","","",
"피보호자(피감호자)간음","검거인원[명]","명","2","5","","","","","","","","","","",
"피보호자(피감호자)간음","남자검거인원[명]","명","2","5","","","","","","","","","","",
"피보호자(피감호자)간음","여자검거인원[명]","명","-","-","","","","","","","","","","",
"피보호자(피감호자)간음","불상검거인원[명]","명","-","-","","","","","","","","","","",
"피보호자(피감호자)간음","법인체[개]","개","","-","","","","","","","","","","",
"미성년자의제강간등","발생건수[건]","건","10","14","","","","","","","","","","",
"미성년자의제강간등","검거건수[건]","건","6","10","","","","","","","","","","",
"미성년자의제강간등","발생건수 대비 검거건수[%]","%","60","71.4","","","","","","","","","","",
"미성년자의제강간등","검거인원[명]","명","4","8","","","","","","","","","","",
"미성년자의제강간등","남자검거인원[명]","명","4","8","","","","","","","","","","",
"미성년자의제강간등","여자검거인원[명]","명","-","-","","","","","","","","","","",
"미성년자의제강간등","불상검거인원[명]","명","-","-","","","","","","","","","","",
"미성년자의제강간등","법인체[개]","개","","-","","","","","","","","","","",
"청소년에대한강간등","발생건수[건]","건","329","444","","","","","","","","","","",
"청소년에대한강간등","검거건수[건]","건","333","388","","","","","","","","","","",
"청소년에대한강간등","발생건수 대비 검거건수[%]","%","101.2158054711","87.4","","","","","","","","","","",
"청소년에대한강간등","검거인원[명]","명","438","503","","","","","","","","","","",
"청소년에대한강간등","남자검거인원[명]","명","425","481","","","","","","","","","","",
"청소년에대한강간등","여자검거인원[명]","명","9","19","","","","","","","","","","",
"청소년에대한강간등","불상검거인원[명]","명","4","3","","","","","","","","","","",
"청소년에대한강간등","법인체[개]","개","","-","","","","","","","","","","",
"친족관계에의한강간","발생건수[건]","건","28","26","","","","","","","","","","",
"친족관계에의한강간","검거건수[건]","건","29","25","","","","","","","","","","",
"친족관계에의한강간","발생건수 대비 검거건수[%]","%","103.5714285714","96.2","","","","","","","","","","",
"친족관계에의한강간","검거인원[명]","명","32","26","","","","","","","","","","",
"친족관계에의한강간","남자검거인원[명]","명","31","26","","","","","","","","","","",
"친족관계에의한강간","여자검거인원[명]","명","1","-","","","","","","","","","","",
"친족관계에의한강간","불상검거인원[명]","명","-","-","","","","","","","","","","",
"친족관계에의한강간","법인체[개]","개","","-","","","","","","","","","","",
"친족관계에의한강제추행","발생건수[건]","건","15","28","","","","","","","","","","",
"친족관계에의한강제추행","검거건수[건]","건","20","29","","","","","","","","","","",
"친족관계에의한강제추행","발생건수 대비 검거건수[%]","%","133.3333333333","103.6","","","","","","","","","","",
"친족관계에의한강제추행","검거인원[명]","명","18","35","","","","","","","","","","",
"친족관계에의한강제추행","남자검거인원[명]","명","18","33","","","","","","","","","","",
"친족관계에의한강제추행","여자검거인원[명]","명","-","2","","","","","","","","","","",
"친족관계에의한강제추행","불상검거인원[명]","명","-","-","","","","","","","","","","",
"친족관계에의한강제추행","법인체[개]","개","","-","","","","","","","","","","",
"친족관계에의한준강간등","발생건수[건]","건","3","5","","","","","","","","","","",
"친족관계에의한준강간등","검거건수[건]","건","4","8","","","","","","","","","","",
"친족관계에의한준강간등","발생건수 대비 검거건수[%]","%","133.3333333333","160","","","","","","","","","","",
"친족관계에의한준강간등","검거인원[명]","명","5","9","","","","","","","","","","",
"친족관계에의한준강간등","남자검거인원[명]","명","5","9","","","","","","","","","","",
"친족관계에의한준강간등","여자검거인원[명]","명","-","-","","","","","","","","","","",
"친족관계에의한준강간등","불상검거인원[명]","명","-","-","","","","","","","","","","",
"친족관계에의한준강간등","법인체[개]","개","","-","","","","","","","","","","",
"장애인에대한강간등","발생건수[건]","건","82","69","","","","","","","","","","",
"장애인에대한강간등","검거건수[건]","건","63","68","","","","","","","","","","",
"장애인에대한강간등","발생건수 대비 검거건수[%]","%","76.8292682927","98.6","","","","","","","","","","",
"장애인에대한강간등","검거인원[명]","명","76","85","","","","","","","","","","",
"장애인에대한강간등","남자검거인원[명]","명","76","81","","","","","","","","","","",
"장애인에대한강간등","여자검거인원[명]","명","-","1","","","","","","","","","","",
"장애인에대한강간등","불상검거인원[명]","명","-","3","","","","","","","","","","",
"장애인에대한강간등","법인체[개]","개","","-","","","","","","","","","","",
"13세미만미성년자강간등","발생건수[건]","건","136","104","","","","","","","","","","",
"13세미만미성년자강간등","검거건수[건]","건","137","88","","","","","","","","","","",
"13세미만미성년자강간등","발생건수 대비 검거건수[%]","%","100.7352941176","84.6","","","","","","","","","","",
"13세미만미성년자강간등","검거인원[명]","명","127","103","","","","","","","","","","",
"13세미만미성년자강간등","남자검거인원[명]","명","117","100","","","","","","","","","","",
"13세미만미성년자강간등","여자검거인원[명]","명","1","-","","","","","","","","","","",
"13세미만미성년자강간등","불상검거인원[명]","명","9","3","","","","","","","","","","",
"13세미만미성년자강간등","법인체[개]","개","","-","","","","","","","","","","",
"업무상위력등에의한추행","발생건수[건]","건","37","39","","","","","","","","","","",
"업무상위력등에의한추행","검거건수[건]","건","37","38","","","","","","","","","","",
"업무상위력등에의한추행","발생건수 대비 검거건수[%]","%","100","97.4","","","","","","","","","","",
"업무상위력등에의한추행","검거인원[명]","명","44","44","","","","","","","","","","",
"업무상위력등에의한추행","남자검거인원[명]","명","43","42","","","","","","","","","","",
"업무상위력등에의한추행","여자검거인원[명]","명","1","1","","","","","","","","","","",
"업무상위력등에의한추행","불상검거인원[명]","명","-","1","","","","","","","","","","",
"업무상위력등에의한추행","법인체[개]","개","","-","","","","","","","","","","",
"공중밀집장소에서의추행","발생건수[건]","건","1081","693","","","","","","","","","","",
"공중밀집장소에서의추행","검거건수[건]","건","1118","667","","","","","","","","","","",
"공중밀집장소에서의추행","발생건수 대비 검거건수[%]","%","103.4227567068","96.2","","","","","","","","","","",
"공중밀집장소에서의추행","검거인원[명]","명","1135","695","","","","","","","","","","",
"공중밀집장소에서의추행","남자검거인원[명]","명","1128","685","","","","","","","","","","",
"공중밀집장소에서의추행","여자검거인원[명]","명","4","4","","","","","","","","","","",
"공중밀집장소에서의추행","불상검거인원[명]","명","3","6","","","","","","","","","","",
"공중밀집장소에서의추행","법인체[개]","개","","-","","","","","","","","","","",
"주거침입강간등","발생건수[건]","건","67","54","","","","","","","","","","",
"주거침입강간등","검거건수[건]","건","59","50","","","","","","","","","","",
"주거침입강간등","발생건수 대비 검거건수[%]","%","88.0597014925","92.6","","","","","","","","","","",
"주거침입강간등","검거인원[명]","명","45","51","","","","","","","","","","",
"주거침입강간등","남자검거인원[명]","명","44","51","","","","","","","","","","",
"주거침입강간등","여자검거인원[명]","명","-","-","","","","","","","","","","",
"주거침입강간등","불상검거인원[명]","명","1","-","","","","","","","","","","",
"주거침입강간등","법인체[개]","개","","-","","","","","","","","","","",
"특수절도강간등","발생건수[건]","건","4","2","","","","","","","","","","",
"특수절도강간등","검거건수[건]","건","3","1","","","","","","","","","","",
"특수절도강간등","발생건수 대비 검거건수[%]","%","75","50","","","","","","","","","","",
